Model No.,Model Type,Accuracy,Precision,Recall,AUC,F1,Val_Accuracy,Val_Precision,Val_Recall,Val_AUC,Val_F1
5899311760937399629,LogisticRegression,0.6695,0.6181,0.887,0.6695,0.7285,0.475,0.3509,0.8,0.5636,0.4878
4373831058472510518,NeuralNetwork,0.7119,0.7119,0.7119,0.7119,0.7119,0.525,0.3333,0.52,0.5236,0.4063
4373831058472510518,RandomForestClassifier,0.9915,0.9888,0.9944,0.9915,0.9915,0.6125,0.4,0.48,0.5764,0.4364
4373831058472510518,SVM,0.7232,0.7068,0.7627,0.7232,0.7337,0.575,0.3846,0.6,0.5818,0.4688
4373831058472510518,XGBClassifier,0.8729,0.8882,0.8531,0.8729,0.8703,0.6125,0.4062,0.52,0.5873,0.4561
4373831058472510518,AdaBoost,0.6959,0.6914,0.7076,0.6959,0.6994,0.6875,0.5,0.56,0.6527,0.5283
4373831058472510518,LogisticRegression,0.6871,0.628,0.9181,0.6871,0.7458,0.45,0.3061,0.6,0.4909,0.4054
4373831058472510518,NeuralNetwork,0.7222,0.7135,0.7427,0.7222,0.7278,0.575,0.3548,0.44,0.5382,0.3929
6453951121230409923,RandomForestClassifier,0.9883,0.9883,0.9883,0.9883,0.9883,0.6125,0.3929,0.44,0.5655,0.4151
6453951121230409923,SVM,0.7427,0.7219,0.7895,0.7427,0.7542,0.625,0.4194,0.52,0.5964,0.4643
6453951121230409923,XGBClassifier,0.8977,0.9,0.8947,0.8977,0.8974,0.575,0.3636,0.48,0.5491,0.4138
6453951121230409923,AdaBoost,0.6599,0.6608,0.657,0.6599,0.6589,0.6625,0.4737,0.72,0.6782,0.5714
6453951121230409923,LogisticRegression,0.625,0.5805,0.9012,0.625,0.7062,0.5,0.3729,0.88,0.6036,0.5238
6453951121230409923,NeuralNetwork,0.7267,0.7167,0.75,0.7267,0.733,0.6125,0.4318,0.76,0.6527,0.5507
6453951121230409923,RandomForestClassifier,0.9942,0.9942,0.9942,0.9942,0.9942,0.6875,0.5,0.68,0.6855,0.5763
6453951121230409923,SVM,0.718,0.7329,0.686,0.718,0.7087,0.6625,0.4722,0.68,0.6673,0.5574
3104070122140046615,XGBClassifier,0.8837,0.8929,0.8721,0.8837,0.8824,0.6625,0.4737,0.72,0.6782,0.5714
3104070122140046615,AdaBoost,0.6695,0.7174,0.5593,0.6695,0.6286,0.6875,0.5,0.68,0.6855,0.5763
3104070122140046615,LogisticRegression,0.6017,0.5621,0.9209,0.6017,0.6981,0.5625,0.4167,1.0,0.6818,0.5882
3104070122140046615,NeuralNetwork,0.6412,0.6389,0.6497,0.6412,0.6443,0.6125,0.4348,0.8,0.6636,0.5634
3104070122140046615,RandomForestClassifier,0.9944,0.9944,0.9944,0.9944,0.9944,0.6,0.4103,0.64,0.6109,0.5
3104070122140046615,SVM,0.7175,0.7333,0.6836,0.7175,0.7076,0.7,0.5143,0.72,0.7055,0.6
3104070122140046615,XGBClassifier,0.8503,0.8827,0.8079,0.8503,0.8437,0.75,0.5758,0.76,0.7527,0.6552
3104070122140046615,AdaBoost,0.7083,0.7536,0.619,0.7083,0.6797,0.6125,0.4211,0.64,0.62,0.5079
3104070122140046615,LogisticRegression,0.6607,0.608,0.9048,0.6607,0.7273,0.475,0.3607,0.88,0.5855,0.5116
3104070122140046615,NeuralNetwork,0.7262,0.7111,0.7619,0.7262,0.7356,0.6125,0.4348,0.8,0.6636,0.5634
596086047545767617,RandomForestClassifier,0.9881,0.9881,0.9881,0.9881,0.9881,0.5875,0.4,0.64,0.6018,0.4923
596086047545767617,SVM,0.7321,0.7566,0.6845,0.7321,0.7188,0.6,0.4103,0.64,0.6109,0.5
596086047545767617,XGBClassifier,0.872,0.8571,0.8929,0.872,0.8746,0.575,0.3953,0.68,0.6036,0.5
596086047545767617,AdaBoost,0.6948,0.6791,0.7384,0.6948,0.7075,0.65,0.4615,0.72,0.6691,0.5625
596086047545767617,LogisticRegression,0.6221,0.5789,0.8953,0.6221,0.7032,0.5125,0.3704,0.8,0.5909,0.5063
596086047545767617,NeuralNetwork,0.689,0.6901,0.686,0.689,0.688,0.6875,0.5,0.76,0.7073,0.6032
596086047545767617,RandomForestClassifier,0.9913,0.9884,0.9942,0.9913,0.9913,0.6625,0.4615,0.48,0.6127,0.4706
596086047545767617,SVM,0.7297,0.7365,0.7151,0.7297,0.7257,0.6875,0.5,0.72,0.6964,0.5902
596086047545767617,XGBClassifier,0.875,0.8817,0.8663,0.875,0.8739,0.6625,0.4688,0.6,0.6455,0.5263
2342426828379939615,AdaBoost,0.6559,0.6587,0.6471,0.6559,0.6528,0.625,0.439,0.72,0.6509,0.5455
2342426828379939615,LogisticRegression,0.6294,0.584,0.9,0.6294,0.7083,0.45,0.3492,0.88,0.5673,0.5
6704003494716936822,NeuralNetwork,0.5,0.5,1.0,0.5,0.6667,0.3125,0.3125,1.0,0.5,0.4762
6704003494716936822,RandomForestClassifier,0.9912,0.9941,0.9882,0.9912,0.9912,0.6625,0.4615,0.48,0.6127,0.4706
6704003494716936822,SVM,0.7118,0.7466,0.6412,0.7118,0.6899,0.7,0.5172,0.6,0.6727,0.5556
6704003494716936822,XGBClassifier,0.8647,0.8735,0.8529,0.8647,0.8631,0.5875,0.3462,0.36,0.5255,0.3529
6704003494716936822,AdaBoost,0.6657,0.6726,0.6457,0.6657,0.6589,0.65,0.4651,0.8,0.6909,0.5882
6704003494716936822,LogisticRegression,0.6257,0.5833,0.88,0.6257,0.7016,0.45,0.3582,0.96,0.5891,0.5217
3835592830097065999,NeuralNetwork,0.6743,0.6631,0.7086,0.6743,0.6851,0.5625,0.4,0.8,0.6273,0.5333
3835592830097065999,RandomForestClassifier,0.9971,0.9943,1.0,0.9971,0.9972,0.525,0.3415,0.56,0.5345,0.4242
3835592830097065999,SVM,0.7343,0.7384,0.7257,0.7343,0.732,0.575,0.4043,0.76,0.6255,0.5278
3835592830097065999,XGBClassifier,0.8771,0.8882,0.8629,0.8771,0.8754,0.575,0.4,0.72,0.6145,0.5143
3835592830097065999,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3835592830097065999,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3835592830097065999,NeuralNetwork,0.71,0.5846,0.2992,0.6002,0.3958,0,0,0,0,0
3835592830097065999,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
3835592830097065999,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3835592830097065999,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3835592830097065999,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3835592830097065999,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
7056353312039522355,NeuralNetwork,0.6875,0.75,0.0236,0.51,0.0458,0,0,0,0,0
7056353312039522355,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
7056353312039522355,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
7056353312039522355,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
7056353312039522355,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
7056353312039522355,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
7056353312039522355,NeuralNetwork,0.715,0.6667,0.2047,0.5786,0.3133,0,0,0,0,0
7056353312039522355,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
7056353312039522355,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
7056353312039522355,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
7056353312039522355,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
7056353312039522355,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
279266638918253378,NeuralNetwork,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
279266638918253378,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
279266638918253378,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
279266638918253378,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
279266638918253378,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
279266638918253378,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
279266638918253378,NeuralNetwork,0.7125,0.6071,0.2677,0.5936,0.3716,0,0,0,0,0
279266638918253378,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
279266638918253378,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
279266638918253378,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
279266638918253378,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
279266638918253378,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
6759509503883005625,NeuralNetwork,0.725,0.7429,0.2047,0.5859,0.321,0,0,0,0,0
6759509503883005625,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
6759509503883005625,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6759509503883005625,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6759509503883005625,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6759509503883005625,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
6759509503883005625,NeuralNetwork,0.7275,0.68,0.2677,0.6046,0.3842,0,0,0,0,0
6759509503883005625,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
6759509503883005625,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6759509503883005625,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6759509503883005625,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6759509503883005625,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2581733932252714552,NeuralNetwork,0.715,0.6444,0.2283,0.5849,0.3372,0,0,0,0,0
2581733932252714552,RandomForestClassifier,0.9875,0.9919,0.9685,0.9824,0.9801,0,0,0,0,0
2581733932252714552,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2581733932252714552,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2581733932252714552,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2581733932252714552,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2581733932252714552,NeuralNetwork,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2581733932252714552,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
2581733932252714552,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2581733932252714552,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2581733932252714552,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2581733932252714552,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
7607154433367783264,NeuralNetwork,0.7175,0.675,0.2126,0.5825,0.3234,0,0,0,0,0
7607154433367783264,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
7607154433367783264,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
7607154433367783264,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
7607154433367783264,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
7607154433367783264,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
7607154433367783264,NeuralNetwork,0.7125,0.6429,0.2126,0.5788,0.3195,0,0,0,0,0
7607154433367783264,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
4782253417891373134,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4782253417891373134,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4782253417891373134,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4782253417891373134,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4782253417891373134,NeuralNetwork,0.6975,0.5556,0.2362,0.5742,0.3315,0,0,0,0,0
4782253417891373134,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
4782253417891373134,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4782253417891373134,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4782253417891373134,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4782253417891373134,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4841812757755924132,NeuralNetwork,0.3175,0.3175,1.0,0.5,0.482,0,0,0,0,0
4841812757755924132,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
4841812757755924132,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4841812757755924132,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4841812757755924132,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4841812757755924132,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4841812757755924132,NeuralNetwork,0.695,0.7778,0.0551,0.5239,0.1029,0,0,0,0,0
4841812757755924132,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
4841812757755924132,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4841812757755924132,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3755542740161264122,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3755542740161264122,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3755542740161264122,NeuralNetwork,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3755542740161264122,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
3755542740161264122,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3755542740161264122,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3755542740161264122,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3755542740161264122,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3755542740161264122,NeuralNetwork,0.7275,0.6731,0.2756,0.6067,0.3911,0,0,0,0,0
3755542740161264122,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
6025782588433034362,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6025782588433034362,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6025782588433034362,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6025782588433034362,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
6025782588433034362,NeuralNetwork,0.7275,0.6667,0.2835,0.6088,0.3978,0,0,0,0,0
6025782588433034362,RandomForestClassifier,0.9875,0.9766,0.9843,0.9866,0.9804,0,0,0,0,0
6025782588433034362,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6025782588433034362,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6025782588433034362,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6025782588433034362,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
1538816255941659954,NeuralNetwork,0.715,0.6383,0.2362,0.587,0.3448,0,0,0,0,0
3273755126609494223,RandomForestClassifier,0.9875,0.9841,0.9764,0.9845,0.9802,0,0,0,0,0
3273755126609494223,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3273755126609494223,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3273755126609494223,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3273755126609494223,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3273755126609494223,NeuralNetwork,0.7025,0.6429,0.1417,0.5526,0.2323,0,0,0,0,0
3273755126609494223,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
3273755126609494223,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3273755126609494223,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3273755126609494223,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3273755126609494223,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
7917461832929266660,NeuralNetwork,0.7225,0.66,0.2598,0.5988,0.3729,0,0,0,0,0
7917461832929266660,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
7917461832929266660,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
7917461832929266660,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
7917461832929266660,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
7917461832929266660,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
7917461832929266660,NeuralNetwork,0.705,0.6,0.2126,0.5733,0.314,0,0,0,0,0
7917461832929266660,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
7917461832929266660,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
7917461832929266660,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3202274427695155067,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3202274427695155067,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3202274427695155067,NeuralNetwork,0.715,0.614,0.2756,0.5975,0.3804,0,0,0,0,0
3202274427695155067,RandomForestClassifier,0.985,0.984,0.9685,0.9806,0.9762,0,0,0,0,0
3202274427695155067,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
3202274427695155067,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
3202274427695155067,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
3202274427695155067,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
3202274427695155067,NeuralNetwork,0.725,0.7073,0.2283,0.5922,0.3452,0,0,0,0,0
5237811040676406531,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
5237811040676406531,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
5237811040676406531,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
5237811040676406531,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
5237811040676406531,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
5237811040676406531,NeuralNetwork,0.72,0.6415,0.2677,0.5991,0.3778,0,0,0,0,0
5237811040676406531,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
5237811040676406531,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
5237811040676406531,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
5237811040676406531,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
5237811040676406531,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
5237811040676406531,NeuralNetwork,0.7225,0.6379,0.2913,0.6072,0.4,0,0,0,0,0
605833568257119200,RandomForestClassifier,0.9875,0.9766,0.9843,0.9866,0.9804,0,0,0,0,0
605833568257119200,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
605833568257119200,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
605833568257119200,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
605833568257119200,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
605833568257119200,NeuralNetwork,0.715,0.6444,0.2283,0.5849,0.3372,0,0,0,0,0
605833568257119200,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
605833568257119200,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
605833568257119200,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
605833568257119200,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
605833568257119200,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
605833568257119200,NeuralNetwork,0.7275,0.75,0.2126,0.5898,0.3313,0,0,0,0,0
9025054539028996577,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
9025054539028996577,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
9025054539028996577,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
9025054539028996577,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
9025054539028996577,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
9025054539028996577,NeuralNetwork,0.7125,0.6111,0.2598,0.5915,0.3646,0,0,0,0,0
9025054539028996577,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
9025054539028996577,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
9025054539028996577,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
9025054539028996577,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
9025054539028996577,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2801823645531330887,NeuralNetwork,0.6825,0.5,0.1181,0.5316,0.1911,0,0,0,0,0
2801823645531330887,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
2801823645531330887,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2801823645531330887,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2801823645531330887,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2801823645531330887,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2801823645531330887,NeuralNetwork,0.6875,0.5294,0.1417,0.5416,0.2236,0,0,0,0,0
2801823645531330887,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
2801823645531330887,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2801823645531330887,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2801823645531330887,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2801823645531330887,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4189772214684608099,NeuralNetwork,0.7275,0.6731,0.2756,0.6067,0.3911,0,0,0,0,0
4189772214684608099,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
4189772214684608099,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4189772214684608099,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4189772214684608099,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4189772214684608099,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4189772214684608099,NeuralNetwork,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4189772214684608099,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
4189772214684608099,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
4189772214684608099,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
4189772214684608099,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
4189772214684608099,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
4189772214684608099,NeuralNetwork,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2844888716780943579,RandomForestClassifier,0.99,0.992,0.9764,0.9864,0.9841,0,0,0,0,0
2844888716780943579,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2844888716780943579,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2844888716780943579,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2844888716780943579,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
2844888716780943579,NeuralNetwork,0.7225,0.7353,0.1969,0.5819,0.3106,0,0,0,0,0
2844888716780943579,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
2844888716780943579,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
2844888716780943579,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
2844888716780943579,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
2844888716780943579,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
6520219507321258644,NeuralNetwork,0.7075,0.6087,0.2205,0.5773,0.3237,0,0,0,0,0
6520219507321258644,RandomForestClassifier,0.99,0.9767,0.9921,0.9906,0.9844,0,0,0,0,0
6520219507321258644,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6520219507321258644,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6520219507321258644,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6520219507321258644,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
6520219507321258644,NeuralNetwork,0.7275,0.68,0.2677,0.6046,0.3842,0,0,0,0,0
6520219507321258644,RandomForestClassifier,0.9875,0.9841,0.9764,0.9845,0.9802,0,0,0,0,0
6520219507321258644,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
6520219507321258644,XGBClassifier,0.8225,0.8784,0.5118,0.7394,0.6468,0,0,0,0,0
6520219507321258644,AdaBoost,0.6825,0.0,0.0,0.5,0.0,0,0,0,0,0
6520219507321258644,LogisticRegression,0.6375,0.4516,0.6614,0.6439,0.5367,0,0,0,0,0
8270068323767456901,NeuralNetwork,0.7025,0.5625,0.2835,0.5905,0.377,0,0,0,0,0
8270068323767456901,RandomForestClassifier,0.99,0.9843,0.9843,0.9885,0.9843,0,0,0,0,0
8270068323767456901,SVM,0.7175,0.6842,0.2047,0.5804,0.3152,0,0,0,0,0
