Model No.,Model Type,Accuracy,Precision,Recall,AUC,F1,Val_Accuracy,Val_Precision,Val_Recall,Val_AUC,Val_F1
1256020061105316745,RandomForestClassifier,0.9944,0.9944,0.9944,0.9944,0.9944,0.5875,0.3571,0.4,0.5364,0.3774
1256020061105316745,SVM,0.7235,0.7083,0.7598,0.7235,0.7332,0.65,0.4571,0.64,0.6473,0.5333
1256020061105316745,XGBClassifier,0.8603,0.8686,0.8492,0.8603,0.8588,0.6,0.3704,0.4,0.5455,0.3846
1256020061105316745,AdaBoost,0.6893,0.7105,0.6391,0.6893,0.6729,0.7,0.5152,0.68,0.6945,0.5862
1256020061105316745,LogisticRegression,0.6391,0.5944,0.8757,0.6391,0.7081,0.45,0.3492,0.88,0.5673,0.5
1256020061105316745,NeuralNetwork,0.7337,0.7616,0.6805,0.7337,0.7188,0.5875,0.4,0.64,0.6018,0.4923
1256020061105316745,RandomForestClassifier,1.0,1.0,1.0,1.0,1.0,0.6,0.3871,0.48,0.5673,0.4286
5668519139296967161,SVM,0.7219,0.7698,0.6331,0.7219,0.6948,0.6125,0.4211,0.64,0.62,0.5079
5668519139296967161,XGBClassifier,0.8964,0.9136,0.8757,0.8964,0.8943,0.625,0.4242,0.56,0.6073,0.4828
5668519139296967161,AdaBoost,0.7182,0.7651,0.6298,0.7182,0.6909,0.7,0.5185,0.56,0.6618,0.5385
5668519139296967161,LogisticRegression,0.6602,0.6124,0.8729,0.6602,0.7198,0.55,0.383,0.72,0.5964,0.5
6992369523285719293,NeuralNetwork,0.5,0.0,0.0,0.5,0.0,0.6875,0.0,0.0,0.5,0.0
6992369523285719293,RandomForestClassifier,0.989,0.9944,0.9834,0.989,0.9889,0.6625,0.4583,0.44,0.6018,0.449
6992369523285719293,SVM,0.721,0.7597,0.6464,0.721,0.6985,0.6875,0.5,0.44,0.62,0.4681
6992369523285719293,XGBClassifier,0.8812,0.9107,0.8453,0.8812,0.8768,0.6625,0.4583,0.44,0.6018,0.449
6992369523285719293,AdaBoost,0.681,0.6352,0.8506,0.681,0.7273,0.5,0.3333,0.6,0.5273,0.4286
6992369523285719293,LogisticRegression,0.6638,0.6075,0.9253,0.6638,0.7335,0.425,0.3158,0.72,0.5055,0.439
5381927486417284063,NeuralNetwork,0.704,0.6592,0.8448,0.704,0.7406,0.575,0.3846,0.6,0.5818,0.4688
5381927486417284063,RandomForestClassifier,0.9943,0.9943,0.9943,0.9943,0.9943,0.6375,0.4231,0.44,0.5836,0.4314
5381927486417284063,SVM,0.7098,0.6746,0.8103,0.7098,0.7363,0.6125,0.4211,0.64,0.62,0.5079
5381927486417284063,XGBClassifier,0.8851,0.8764,0.8966,0.8851,0.8864,0.65,0.4444,0.48,0.6036,0.4615
5381927486417284063,AdaBoost,0.6637,0.6333,0.7778,0.6637,0.6982,0.5875,0.413,0.76,0.6345,0.5352
5381927486417284063,LogisticRegression,0.6316,0.5856,0.9006,0.6316,0.7097,0.45,0.3492,0.88,0.5673,0.5
5381927486417284063,NeuralNetwork,0.6754,0.6923,0.6316,0.6754,0.6606,0.6875,0.5,0.68,0.6855,0.5763
5381927486417284063,RandomForestClassifier,0.9942,0.9942,0.9942,0.9942,0.9942,0.6625,0.4615,0.48,0.6127,0.4706
5381927486417284063,SVM,0.7047,0.7188,0.6725,0.7047,0.6949,0.675,0.4839,0.6,0.6545,0.5357
5381927486417284063,XGBClassifier,0.8713,0.8848,0.8538,0.8713,0.869,0.675,0.4848,0.64,0.6655,0.5517
5381927486417284063,AdaBoost,0.6882,0.6758,0.7235,0.6882,0.6989,0.6,0.4103,0.64,0.6109,0.5
5381927486417284063,LogisticRegression,0.65,0.5985,0.9118,0.65,0.7226,0.5125,0.3793,0.88,0.6127,0.5301
3539309362590902915,NeuralNetwork,0.6971,0.6831,0.7353,0.6971,0.7082,0.625,0.4324,0.64,0.6291,0.5161
3539309362590902915,RandomForestClassifier,0.9912,0.9883,0.9941,0.9912,0.9912,0.75,0.6087,0.56,0.6982,0.5833
3539309362590902915,SVM,0.7147,0.6911,0.7765,0.7147,0.7313,0.5875,0.4,0.64,0.6018,0.4923
3539309362590902915,XGBClassifier,0.8382,0.8402,0.8353,0.8382,0.8378,0.75,0.5862,0.68,0.7309,0.6296
3539309362590902915,AdaBoost,0.706,0.7168,0.6813,0.706,0.6986,0.6625,0.4583,0.44,0.6018,0.449
3539309362590902915,LogisticRegression,0.6593,0.6074,0.9011,0.6593,0.7257,0.4625,0.3448,0.8,0.5545,0.4819
3539309362590902915,NeuralNetwork,0.7115,0.7175,0.6978,0.7115,0.7075,0.6125,0.4118,0.56,0.5982,0.4746
3539309362590902915,RandomForestClassifier,0.9973,1.0,0.9945,0.9973,0.9972,0.6,0.36,0.36,0.5345,0.36
17572480501976512,SVM,0.7335,0.7457,0.7088,0.7335,0.7268,0.65,0.4348,0.4,0.5818,0.4167
17572480501976512,XGBClassifier,0.8901,0.9034,0.8736,0.8901,0.8883,0.625,0.4,0.4,0.5636,0.4
17572480501976512,AdaBoost,0.7081,0.7219,0.677,0.7081,0.6987,0.5875,0.3824,0.52,0.5691,0.4407
17572480501976512,LogisticRegression,0.6522,0.6052,0.8758,0.6522,0.7157,0.4625,0.3333,0.72,0.5327,0.4557
17572480501976512,NeuralNetwork,0.7174,0.7244,0.7019,0.7174,0.7129,0.625,0.4324,0.64,0.6291,0.5161
17572480501976512,RandomForestClassifier,0.9907,0.9817,1.0,0.9907,0.9908,0.625,0.4324,0.64,0.6291,0.5161
17572480501976512,SVM,0.7236,0.7571,0.6584,0.7236,0.7043,0.625,0.4286,0.6,0.6182,0.5
17572480501976512,XGBClassifier,0.8758,0.8712,0.882,0.8758,0.8765,0.6125,0.4118,0.56,0.5982,0.4746
17572480501976512,AdaBoost,0.6898,0.7172,0.6265,0.6898,0.6688,0.675,0.4848,0.64,0.6655,0.5517
17572480501976512,LogisticRegression,0.6175,0.5747,0.9036,0.6175,0.7026,0.475,0.3607,0.88,0.5855,0.5116
6542255142199494036,NeuralNetwork,0.7229,0.7256,0.7169,0.7229,0.7212,0.6,0.4,0.56,0.5891,0.4667
6542255142199494036,RandomForestClassifier,0.988,0.9821,0.994,0.988,0.988,0.7,0.5143,0.72,0.7055,0.6
6542255142199494036,SVM,0.7199,0.7664,0.6325,0.7199,0.6931,0.65,0.4483,0.52,0.6145,0.4815
6542255142199494036,XGBClassifier,0.8705,0.8773,0.8614,0.8705,0.8693,0.6875,0.5,0.72,0.6964,0.5902
6542255142199494036,AdaBoost,0.7316,0.7303,0.7345,0.7316,0.7324,0.5875,0.3462,0.36,0.5255,0.3529
6542255142199494036,LogisticRegression,0.6582,0.6102,0.8757,0.6582,0.7193,0.475,0.3111,0.56,0.4982,0.4
6542255142199494036,NeuralNetwork,0.7373,0.736,0.7401,0.7373,0.738,0.625,0.4,0.4,0.5636,0.4
1367483652012762699,RandomForestClassifier,0.9915,0.9833,1.0,0.9915,0.9916,0.65,0.4286,0.36,0.5709,0.3913
1367483652012762699,SVM,0.7373,0.75,0.7119,0.7373,0.7304,0.6375,0.4091,0.36,0.5618,0.383
1367483652012762699,XGBClassifier,0.8814,0.8902,0.8701,0.8814,0.88,0.625,0.381,0.32,0.5418,0.3478
1367483652012762699,AdaBoost,0.6705,0.6786,0.6477,0.6705,0.6628,0.675,0.4878,0.8,0.7091,0.6061
1367483652012762699,LogisticRegression,0.6222,0.5788,0.8977,0.6222,0.7038,0.5375,0.3929,0.88,0.6309,0.5432
1367483652012762699,NeuralNetwork,0.6733,0.6704,0.6818,0.6733,0.6761,0.675,0.4872,0.76,0.6982,0.5938
1367483652012762699,RandomForestClassifier,0.9943,0.9943,0.9943,0.9943,0.9943,0.7,0.5143,0.72,0.7055,0.6
1367483652012762699,SVM,0.7216,0.7566,0.6534,0.7216,0.7012,0.7125,0.5312,0.68,0.7036,0.5965
1367483652012762699,XGBClassifier,0.8778,0.88,0.875,0.8778,0.8775,0.6625,0.4737,0.72,0.6782,0.5714
1367483652012762699,AdaBoost,0.6813,0.6802,0.6842,0.6813,0.6822,0.5875,0.4091,0.72,0.6236,0.5217
1367483652012762699,LogisticRegression,0.6199,0.5779,0.8889,0.6199,0.7005,0.475,0.3692,0.96,0.6073,0.5333
6595098572478843981,NeuralNetwork,0.7281,0.7438,0.6959,0.7281,0.719,0.525,0.3415,0.56,0.5345,0.4242
6595098572478843981,RandomForestClassifier,0.9912,0.9884,0.9942,0.9912,0.9913,0.6875,0.5,0.6,0.6636,0.5455
6595098572478843981,SVM,0.7281,0.7438,0.6959,0.7281,0.719,0.5875,0.4048,0.68,0.6127,0.5075
6595098572478843981,XGBClassifier,0.8655,0.8743,0.8538,0.8655,0.8639,0.675,0.4857,0.68,0.6764,0.5667
6595098572478843981,AdaBoost,0.679,0.674,0.6932,0.679,0.6835,0.6625,0.4737,0.72,0.6782,0.5714
6595098572478843981,LogisticRegression,0.6364,0.5896,0.8977,0.6364,0.7117,0.5,0.3636,0.8,0.5818,0.5
4686035770304585760,NeuralNetwork,0.6903,0.7006,0.6648,0.6903,0.6822,0.6375,0.4375,0.56,0.6164,0.4912
4686035770304585760,RandomForestClassifier,0.9915,0.9943,0.9886,0.9915,0.9915,0.6875,0.5,0.6,0.6636,0.5455
4686035770304585760,SVM,0.7273,0.7299,0.7216,0.7273,0.7257,0.6875,0.5,0.64,0.6745,0.5614
4686035770304585760,XGBClassifier,0.8693,0.8693,0.8693,0.8693,0.8693,0.6625,0.4667,0.56,0.6345,0.5091
4686035770304585760,AdaBoost,0.6948,0.7134,0.6512,0.6948,0.6809,0.6375,0.4474,0.68,0.6491,0.5397
4686035770304585760,LogisticRegression,0.6366,0.5894,0.9012,0.6366,0.7126,0.5125,0.3793,0.88,0.6127,0.5301
4686035770304585760,NeuralNetwork,0.6977,0.7048,0.6802,0.6977,0.6923,0.625,0.4359,0.68,0.64,0.5312
4686035770304585760,RandomForestClassifier,0.9913,0.9884,0.9942,0.9913,0.9913,0.65,0.4516,0.56,0.6255,0.5
4686035770304585760,SVM,0.7442,0.7625,0.7093,0.7442,0.7349,0.575,0.3784,0.56,0.5709,0.4516
4686035770304585760,XGBClassifier,0.875,0.8909,0.8547,0.875,0.8724,0.65,0.4545,0.6,0.6364,0.5172
4686035770304585760,AdaBoost,0.6743,0.6597,0.72,0.6743,0.6885,0.65,0.4595,0.68,0.6582,0.5484
4686035770304585760,LogisticRegression,0.6229,0.5776,0.9143,0.6229,0.708,0.525,0.3818,0.84,0.6109,0.525
8427210205860495166,NeuralNetwork,0.7057,0.6915,0.7429,0.7057,0.7163,0.6,0.4,0.56,0.5891,0.4667
8427210205860495166,RandomForestClassifier,0.9886,0.9831,0.9943,0.9886,0.9886,0.675,0.4815,0.52,0.6327,0.5
8427210205860495166,SVM,0.7,0.6902,0.7257,0.7,0.7075,0.6125,0.4167,0.6,0.6091,0.4918
8427210205860495166,XGBClassifier,0.8743,0.883,0.8629,0.8743,0.8728,0.625,0.4,0.4,0.5636,0.4
8427210205860495166,AdaBoost,0.7,0.6823,0.7486,0.7,0.7139,0.575,0.3846,0.6,0.5818,0.4688
8427210205860495166,LogisticRegression,0.6171,0.5756,0.8914,0.6171,0.6996,0.425,0.3279,0.8,0.5273,0.4651
8427210205860495166,NeuralNetwork,0.7171,0.7065,0.7429,0.7171,0.7242,0.625,0.4324,0.64,0.6291,0.5161
23950338817173157,RandomForestClassifier,0.9914,0.9886,0.9943,0.9914,0.9915,0.6625,0.4545,0.4,0.5909,0.4255
23950338817173157,SVM,0.7229,0.699,0.7829,0.7229,0.7385,0.575,0.3846,0.6,0.5818,0.4688
23950338817173157,XGBClassifier,0.9029,0.9172,0.8857,0.9029,0.9012,0.6,0.3793,0.44,0.5564,0.4074
23950338817173157,AdaBoost,0.7102,0.7011,0.733,0.7102,0.7167,0.575,0.3714,0.52,0.56,0.4333
23950338817173157,LogisticRegression,0.642,0.594,0.8977,0.642,0.7149,0.5125,0.3704,0.8,0.5909,0.5063
23950338817173157,NeuralNetwork,0.7301,0.7547,0.6818,0.7301,0.7164,0.6,0.3871,0.48,0.5673,0.4286
23950338817173157,RandomForestClassifier,0.9886,0.9831,0.9943,0.9886,0.9887,0.55,0.3333,0.44,0.52,0.3793
23950338817173157,SVM,0.7301,0.7516,0.6875,0.7301,0.7181,0.625,0.4194,0.52,0.5964,0.4643
23950338817173157,XGBClassifier,0.8892,0.8743,0.9091,0.8892,0.8914,0.6,0.4,0.56,0.5891,0.4667
23950338817173157,AdaBoost,0.6871,0.6739,0.7251,0.6871,0.6986,0.5875,0.3824,0.52,0.5691,0.4407
23950338817173157,LogisticRegression,0.6491,0.6008,0.8889,0.6491,0.717,0.475,0.3509,0.8,0.5636,0.4878
23950338817173157,NeuralNetwork,0.6725,0.6612,0.7076,0.6725,0.6836,0.5875,0.3824,0.52,0.5691,0.4407
7041687790020005723,RandomForestClassifier,0.9912,0.9884,0.9942,0.9912,0.9913,0.6625,0.4545,0.4,0.5909,0.4255
7041687790020005723,SVM,0.7222,0.7184,0.731,0.7222,0.7246,0.6375,0.4375,0.56,0.6164,0.4912
7041687790020005723,XGBClassifier,0.8743,0.881,0.8655,0.8743,0.8732,0.6,0.36,0.36,0.5345,0.36
7041687790020005723,AdaBoost,0.7219,0.7283,0.7079,0.7219,0.7179,0.65,0.4444,0.48,0.6036,0.4615
7041687790020005723,LogisticRegression,0.6826,0.6275,0.8989,0.6826,0.739,0.5,0.3404,0.64,0.5382,0.4444
7041687790020005723,NeuralNetwork,0.7135,0.75,0.6404,0.7135,0.6909,0.6,0.3333,0.28,0.5127,0.3043
7041687790020005723,RandomForestClassifier,0.9916,0.9944,0.9888,0.9916,0.9915,0.65,0.4444,0.48,0.6036,0.4615
7041687790020005723,SVM,0.7753,0.7784,0.7697,0.7753,0.774,0.625,0.4,0.4,0.5636,0.4
7041687790020005723,XGBClassifier,0.882,0.882,0.882,0.882,0.882,0.625,0.4138,0.48,0.5855,0.4444
7041687790020005723,AdaBoost,0.6936,0.7081,0.659,0.6936,0.6826,0.625,0.4138,0.48,0.5855,0.4444
7041687790020005723,LogisticRegression,0.6243,0.5793,0.9075,0.6243,0.7072,0.4625,0.3448,0.8,0.5545,0.4819
8144704610180480169,NeuralNetwork,0.7168,0.6847,0.8035,0.7168,0.7394,0.525,0.3333,0.52,0.5236,0.4063
8144704610180480169,RandomForestClassifier,0.9913,0.9942,0.9884,0.9913,0.9913,0.625,0.4,0.4,0.5636,0.4
8144704610180480169,SVM,0.7225,0.7333,0.6994,0.7225,0.716,0.6375,0.4231,0.44,0.5836,0.4314
8144704610180480169,XGBClassifier,0.8931,0.8908,0.896,0.8931,0.8934,0.625,0.3913,0.36,0.5527,0.375
8144704610180480169,AdaBoost,0.6899,0.7237,0.6145,0.6899,0.6647,0.6,0.3939,0.52,0.5782,0.4483
8144704610180480169,LogisticRegression,0.6648,0.6113,0.905,0.6648,0.7297,0.4375,0.3148,0.68,0.5036,0.4304
8144704610180480169,NeuralNetwork,0.7374,0.7485,0.7151,0.7374,0.7314,0.55,0.3514,0.52,0.5418,0.4194
5894258141204552019,RandomForestClassifier,0.9916,0.9944,0.9888,0.9916,0.9916,0.5,0.2727,0.36,0.4618,0.3103
5894258141204552019,SVM,0.7514,0.7616,0.7318,0.7514,0.7464,0.5375,0.3421,0.52,0.5327,0.4127
5894258141204552019,XGBClassifier,0.8911,0.8889,0.8939,0.8911,0.8914,0.5625,0.3214,0.36,0.5073,0.3396
5894258141204552019,AdaBoost,0.6826,0.6918,0.6587,0.6826,0.6748,0.6375,0.4474,0.68,0.6491,0.5397
5894258141204552019,LogisticRegression,0.5868,0.5535,0.8982,0.5868,0.6849,0.4875,0.371,0.92,0.6055,0.5287
5894258141204552019,NeuralNetwork,0.7335,0.7321,0.7365,0.7335,0.7343,0.65,0.4571,0.64,0.6473,0.5333
5894258141204552019,RandomForestClassifier,0.991,0.994,0.988,0.991,0.991,0.65,0.4483,0.52,0.6145,0.4815
5894258141204552019,SVM,0.7305,0.7305,0.7305,0.7305,0.7305,0.65,0.4595,0.68,0.6582,0.5484
5894258141204552019,XGBClassifier,0.8772,0.875,0.8802,0.8772,0.8776,0.7,0.5143,0.72,0.7055,0.6
5894258141204552019,AdaBoost,0.7059,0.7059,0.7059,0.7059,0.7059,0.6125,0.4167,0.6,0.6091,0.4918
5894258141204552019,LogisticRegression,0.6294,0.584,0.9,0.6294,0.7083,0.5375,0.3966,0.92,0.6418,0.5542
8144658563665401117,NeuralNetwork,0.7,0.6954,0.7118,0.7,0.7035,0.625,0.4324,0.64,0.6291,0.5161
8144658563665401117,RandomForestClassifier,0.9912,0.9883,0.9941,0.9912,0.9912,0.6625,0.4688,0.6,0.6455,0.5263
8144658563665401117,SVM,0.7176,0.7256,0.7,0.7176,0.7126,0.65,0.4571,0.64,0.6473,0.5333
8144658563665401117,XGBClassifier,0.9,0.925,0.8706,0.9,0.897,0.6125,0.4118,0.56,0.5982,0.4746
8144658563665401117,AdaBoost,0.6358,0.6009,0.8092,0.6358,0.6897,0.525,0.3673,0.72,0.5782,0.4865
8144658563665401117,LogisticRegression,0.6301,0.5843,0.9017,0.6301,0.7091,0.4125,0.3281,0.84,0.5291,0.4719
8144658563665401117,NeuralNetwork,0.6647,0.6447,0.7341,0.6647,0.6865,0.5625,0.381,0.64,0.5836,0.4776
7186584586533496103,RandomForestClassifier,0.9913,0.9885,0.9942,0.9913,0.9914,0.625,0.4242,0.56,0.6073,0.4828
7186584586533496103,SVM,0.6734,0.6316,0.8324,0.6734,0.7182,0.575,0.3953,0.68,0.6036,0.5
7186584586533496103,XGBClassifier,0.8699,0.881,0.8555,0.8699,0.868,0.6125,0.4118,0.56,0.5982,0.4746
7186584586533496103,AdaBoost,0.6724,0.6852,0.6379,0.6724,0.6607,0.75,0.6316,0.48,0.6764,0.5455
7186584586533496103,LogisticRegression,0.5948,0.5579,0.9138,0.5948,0.6928,0.575,0.4151,0.88,0.6582,0.5641
7186584586533496103,NeuralNetwork,0.6925,0.703,0.6667,0.6925,0.6844,0.6875,0.5,0.44,0.62,0.4681
7186584586533496103,RandomForestClassifier,0.9914,0.9942,0.9885,0.9914,0.9914,0.675,0.4783,0.44,0.6109,0.4583
7186584586533496103,SVM,0.7098,0.7325,0.6609,0.7098,0.6949,0.7125,0.55,0.44,0.6382,0.4889
7186584586533496103,XGBClassifier,0.8822,0.8844,0.8793,0.8822,0.8818,0.5625,0.3077,0.32,0.4964,0.3137
7120250032222929281,AdaBoost,0.6667,0.6726,0.6494,0.6667,0.6608,0.6625,0.4688,0.6,0.6455,0.5263
7120250032222929281,LogisticRegression,0.6178,0.5768,0.8851,0.6178,0.6984,0.45,0.3492,0.88,0.5673,0.5
6645379151060186543,NeuralNetwork,0.7471,0.7337,0.7759,0.7471,0.7542,0.65,0.4444,0.48,0.6036,0.4615
6645379151060186543,RandomForestClassifier,0.9914,0.9942,0.9885,0.9914,0.9914,0.6625,0.45,0.36,0.58,0.4
6645379151060186543,SVM,0.7529,0.7418,0.7759,0.7529,0.7584,0.675,0.4828,0.56,0.6436,0.5185
6645379151060186543,XGBClassifier,0.8678,0.8951,0.8333,0.8678,0.8631,0.675,0.4762,0.4,0.6,0.4348
6645379151060186543,AdaBoost,0.6469,0.685,0.5438,0.6469,0.6063,0.675,0.4872,0.76,0.6982,0.5938
6645379151060186543,LogisticRegression,0.6125,0.5698,0.9188,0.6125,0.7033,0.4375,0.3529,0.96,0.58,0.5161
6645379151060186543,NeuralNetwork,0.6719,0.6752,0.6625,0.6719,0.6688,0.55,0.383,0.72,0.5964,0.5
2960241907527838234,RandomForestClassifier,0.9938,0.9877,1.0,0.9938,0.9938,0.6625,0.4667,0.56,0.6345,0.5091
2960241907527838234,SVM,0.6875,0.7174,0.6188,0.6875,0.6644,0.6375,0.45,0.72,0.66,0.5538
2960241907527838234,XGBClassifier,0.8656,0.8824,0.8438,0.8656,0.8626,0.65,0.4545,0.6,0.6364,0.5172
2960241907527838234,AdaBoost,0.6954,0.7,0.6839,0.6954,0.6919,0.5625,0.3438,0.44,0.5291,0.386
2960241907527838234,LogisticRegression,0.6121,0.5736,0.8736,0.6121,0.6925,0.4625,0.3333,0.72,0.5327,0.4557
2960241907527838234,NeuralNetwork,0.7213,0.7421,0.6782,0.7213,0.7087,0.5875,0.3667,0.44,0.5473,0.4
2960241907527838234,RandomForestClassifier,0.9885,0.9885,0.9885,0.9885,0.9885,0.575,0.3548,0.44,0.5382,0.3929
2960241907527838234,SVM,0.727,0.7484,0.6839,0.727,0.7147,0.575,0.3548,0.44,0.5382,0.3929
2960241907527838234,XGBClassifier,0.8937,0.887,0.9023,0.8937,0.8946,0.575,0.3636,0.48,0.5491,0.4138
2960241907527838234,AdaBoost,0.6972,0.7205,0.6444,0.6972,0.6804,0.5875,0.3947,0.6,0.5909,0.4762
2960241907527838234,LogisticRegression,0.6611,0.6066,0.9167,0.6611,0.7301,0.4875,0.3571,0.8,0.5727,0.4938
1409522678715088327,NeuralNetwork,0.6861,0.6982,0.6556,0.6861,0.6762,0.575,0.3846,0.6,0.5818,0.4688
1409522678715088327,RandomForestClassifier,0.9944,0.9944,0.9944,0.9944,0.9944,0.5875,0.3462,0.36,0.5255,0.3529
1409522678715088327,SVM,0.7167,0.7321,0.6833,0.7167,0.7069,0.6375,0.4412,0.6,0.6273,0.5085
1409522678715088327,XGBClassifier,0.8944,0.9176,0.8667,0.8944,0.8914,0.6375,0.4,0.32,0.5509,0.3556
1409522678715088327,AdaBoost,0.7188,0.7225,0.7102,0.7188,0.7163,0.575,0.3448,0.4,0.5273,0.3704
1409522678715088327,LogisticRegression,0.6307,0.5865,0.8864,0.6307,0.7059,0.55,0.3922,0.8,0.6182,0.5263
1409522678715088327,NeuralNetwork,0.733,0.744,0.7102,0.733,0.7267,0.625,0.4242,0.56,0.6073,0.4828
8796975595912137582,RandomForestClassifier,0.9943,0.9943,0.9943,0.9943,0.9943,0.6875,0.5,0.52,0.6418,0.5098
8796975595912137582,SVM,0.7216,0.7407,0.6818,0.7216,0.7101,0.6,0.3871,0.48,0.5673,0.4286
8796975595912137582,XGBClassifier,0.8722,0.8701,0.875,0.8722,0.8725,0.625,0.4074,0.44,0.5745,0.4231
8796975595912137582,AdaBoost,0.6908,0.6897,0.6936,0.6908,0.6916,0.575,0.3636,0.48,0.5491,0.4138
8796975595912137582,LogisticRegression,0.6069,0.5698,0.8728,0.6069,0.6895,0.4625,0.3448,0.8,0.5545,0.4819
8796975595912137582,NeuralNetwork,0.7023,0.7108,0.6821,0.7023,0.6962,0.5875,0.3889,0.56,0.58,0.459
8796975595912137582,RandomForestClassifier,0.9913,0.9885,0.9942,0.9913,0.9914,0.5875,0.3667,0.44,0.5473,0.4
8796975595912137582,SVM,0.7225,0.72,0.7283,0.7225,0.7241,0.625,0.4242,0.56,0.6073,0.4828
8796975595912137582,XGBClassifier,0.8642,0.8663,0.8613,0.8642,0.8638,0.6125,0.4,0.48,0.5764,0.4364
6058376078323192383,AdaBoost,0.6818,0.7,0.6364,0.6818,0.6667,0.6875,0.5,0.68,0.6855,0.5763
6058376078323192383,LogisticRegression,0.6222,0.5776,0.9091,0.6222,0.7064,0.575,0.4182,0.92,0.6691,0.575
5846650341892158247,NeuralNetwork,0.7131,0.6923,0.767,0.7131,0.7278,0.6625,0.4722,0.68,0.6673,0.5574
5846650341892158247,RandomForestClassifier,0.9943,0.9943,0.9943,0.9943,0.9943,0.725,0.56,0.56,0.68,0.56
5846650341892158247,SVM,0.7131,0.7273,0.6818,0.7131,0.7038,0.675,0.4865,0.72,0.6873,0.5806
5846650341892158247,XGBClassifier,0.8977,0.8933,0.9034,0.8977,0.8983,0.65,0.4545,0.6,0.6364,0.5172
5846650341892158247,AdaBoost,0.6994,0.7445,0.6071,0.6994,0.6689,0.6625,0.4667,0.56,0.6345,0.5091
5846650341892158247,LogisticRegression,0.6458,0.5984,0.8869,0.6458,0.7146,0.4875,0.3667,0.88,0.5945,0.5176
5846650341892158247,NeuralNetwork,0.7173,0.7062,0.744,0.7173,0.7246,0.55,0.3721,0.64,0.5745,0.4706
