Model No.,Model Type,Accuracy,Precision,Recall,AUC,F1,Val_Accuracy,Val_Precision,Val_Recall,Val_AUC,Val_F1
5846650341892158247,RandomForestClassifier,0.9881,0.9881,0.9881,0.9881,0.9881,0.7125,0.5357,0.6,0.6818,0.566
5846650341892158247,SVM,0.7202,0.7534,0.6548,0.7202,0.7006,0.6625,0.4667,0.56,0.6345,0.5091
5846650341892158247,XGBClassifier,0.8839,0.8728,0.8988,0.8839,0.8856,0.65,0.4595,0.68,0.6582,0.5484
4925570386320831121,AdaBoost,0.7222,0.7289,0.7076,0.7222,0.7181,0.6125,0.3929,0.44,0.5655,0.4151
4925570386320831121,LogisticRegression,0.6784,0.6215,0.9123,0.6784,0.7393,0.4625,0.3269,0.68,0.5218,0.4416
4925570386320831121,NeuralNetwork,0.7193,0.7301,0.6959,0.7193,0.7126,0.6125,0.3846,0.4,0.5545,0.3922
4925570386320831121,RandomForestClassifier,0.9912,0.9828,1.0,0.9912,0.9913,0.6875,0.5,0.48,0.6309,0.4898
4925570386320831121,SVM,0.7573,0.7619,0.7485,0.7573,0.7552,0.6125,0.3929,0.44,0.5655,0.4151
4925570386320831121,XGBClassifier,0.8801,0.8736,0.8889,0.8801,0.8812,0.6125,0.3846,0.4,0.5545,0.3922
4925570386320831121,AdaBoost,0.6695,0.6561,0.7126,0.6695,0.6832,0.575,0.3953,0.68,0.6036,0.5
4925570386320831121,LogisticRegression,0.6494,0.597,0.9195,0.6494,0.724,0.4625,0.3594,0.92,0.5873,0.5169
5318538936356157187,NeuralNetwork,0.6868,0.6796,0.7069,0.6868,0.693,0.575,0.3953,0.68,0.6036,0.5
5318538936356157187,RandomForestClassifier,0.9856,0.9829,0.9885,0.9856,0.9857,0.625,0.4324,0.64,0.6291,0.5161
5318538936356157187,SVM,0.704,0.7006,0.7126,0.704,0.7066,0.55,0.3721,0.64,0.5745,0.4706
5318538936356157187,XGBClassifier,0.8678,0.8765,0.8563,0.8678,0.8663,0.6375,0.4474,0.68,0.6491,0.5397
5318538936356157187,AdaBoost,0.7036,0.7152,0.6766,0.7036,0.6954,0.6125,0.4,0.48,0.5764,0.4364
5318538936356157187,LogisticRegression,0.6108,0.572,0.8802,0.6108,0.6934,0.5125,0.3654,0.76,0.58,0.4935
5318538936356157187,NeuralNetwork,0.7126,0.7261,0.6826,0.7126,0.7037,0.625,0.4194,0.52,0.5964,0.4643
5318538936356157187,RandomForestClassifier,0.988,0.988,0.988,0.988,0.988,0.6625,0.4444,0.32,0.5691,0.3721
5318538936356157187,SVM,0.7455,0.747,0.7425,0.7455,0.7447,0.625,0.4138,0.48,0.5855,0.4444
5318538936356157187,XGBClassifier,0.8862,0.8957,0.8743,0.8862,0.8848,0.675,0.4783,0.44,0.6109,0.4583
5318538936356157187,AdaBoost,0.7162,0.7,0.7568,0.7162,0.7273,0.65,0.4595,0.68,0.6582,0.5484
5318538936356157187,LogisticRegression,0.673,0.6185,0.9027,0.673,0.7341,0.5,0.3529,0.72,0.56,0.4737
7886692245398594297,NeuralNetwork,0.727,0.7211,0.7405,0.727,0.7307,0.5625,0.3611,0.52,0.5509,0.4262
7886692245398594297,RandomForestClassifier,0.9946,0.9893,1.0,0.9946,0.9946,0.6375,0.4231,0.44,0.5836,0.4314
7886692245398594297,SVM,0.7486,0.7584,0.7297,0.7486,0.7438,0.6375,0.4412,0.6,0.6273,0.5085
7886692245398594297,XGBClassifier,0.8649,0.9042,0.8162,0.8649,0.858,0.65,0.4483,0.52,0.6145,0.4815
7886692245398594297,AdaBoost,0.6826,0.6946,0.6517,0.6826,0.6725,0.55,0.3333,0.44,0.52,0.3793
7886692245398594297,LogisticRegression,0.6657,0.6139,0.8933,0.6657,0.7277,0.4125,0.3103,0.72,0.4964,0.4337
7886692245398594297,NeuralNetwork,0.7135,0.7262,0.6854,0.7135,0.7052,0.5625,0.3684,0.56,0.5618,0.4444
4314043201843199829,RandomForestClassifier,0.9944,0.9944,0.9944,0.9944,0.9944,0.5375,0.3421,0.52,0.5327,0.4127
4314043201843199829,SVM,0.7219,0.7842,0.6124,0.7219,0.6877,0.6125,0.3929,0.44,0.5655,0.4151
4314043201843199829,XGBClassifier,0.9045,0.9186,0.8876,0.9045,0.9029,0.525,0.3243,0.48,0.5127,0.3871
4314043201843199829,AdaBoost,0.6983,0.7205,0.648,0.6983,0.6824,0.6,0.4,0.56,0.5891,0.4667
4314043201843199829,LogisticRegression,0.6006,0.5652,0.8715,0.6006,0.6857,0.5,0.377,0.92,0.6145,0.5349
4314043201843199829,NeuralNetwork,0.7291,0.7228,0.743,0.7291,0.7328,0.5625,0.3611,0.52,0.5509,0.4262
4314043201843199829,RandomForestClassifier,0.9972,0.9944,1.0,0.9972,0.9972,0.5625,0.3529,0.48,0.54,0.4068
4314043201843199829,SVM,0.7654,0.7596,0.7765,0.7654,0.768,0.5875,0.3947,0.6,0.5909,0.4762
4314043201843199829,XGBClassifier,0.8994,0.9231,0.8715,0.8994,0.8966,0.5875,0.375,0.48,0.5582,0.4211
4314043201843199829,AdaBoost,0.6857,0.697,0.6571,0.6857,0.6765,0.65,0.4516,0.56,0.6255,0.5
7117673795167153576,LogisticRegression,0.6114,0.573,0.8743,0.6114,0.6923,0.575,0.4182,0.92,0.6691,0.575
7117673795167153576,NeuralNetwork,0.7057,0.7222,0.6686,0.7057,0.6944,0.5875,0.375,0.48,0.5582,0.4211
7117673795167153576,RandomForestClassifier,0.9943,0.9943,0.9943,0.9943,0.9943,0.6375,0.4375,0.56,0.6164,0.4912
7117673795167153576,SVM,0.7371,0.7578,0.6971,0.7371,0.7262,0.65,0.4516,0.56,0.6255,0.5
7117673795167153576,XGBClassifier,0.8857,0.8947,0.8743,0.8857,0.8844,0.6,0.4,0.56,0.5891,0.4667
7117673795167153576,AdaBoost,0.6868,0.6757,0.7184,0.6868,0.6964,0.7125,0.5357,0.6,0.6818,0.566
7117673795167153576,LogisticRegression,0.6236,0.5799,0.8966,0.6236,0.7043,0.5125,0.375,0.84,0.6018,0.5185
3310555011657181657,NeuralNetwork,0.6868,0.6901,0.6782,0.6868,0.6841,0.6875,0.5,0.56,0.6527,0.5283
3310555011657181657,RandomForestClassifier,0.9914,0.9886,0.9943,0.9914,0.9914,0.6875,0.5,0.52,0.6418,0.5098
3310555011657181657,SVM,0.727,0.731,0.7184,0.727,0.7246,0.675,0.4815,0.52,0.6327,0.5
3310555011657181657,XGBClassifier,0.8506,0.8588,0.8391,0.8506,0.8488,0.6625,0.4583,0.44,0.6018,0.449
3310555011657181657,AdaBoost,0.7035,0.7059,0.6977,0.7035,0.7018,0.5375,0.3571,0.6,0.5545,0.4478
3310555011657181657,LogisticRegression,0.6657,0.6145,0.8895,0.6657,0.7268,0.4125,0.3167,0.76,0.5073,0.4471
3310555011657181657,NeuralNetwork,0.7326,0.7174,0.7674,0.7326,0.7416,0.5375,0.3571,0.6,0.5545,0.4478
8633849164590217185,RandomForestClassifier,0.9913,0.9942,0.9884,0.9913,0.9913,0.675,0.4839,0.6,0.6545,0.5357
8633849164590217185,SVM,0.7413,0.7399,0.7442,0.7413,0.742,0.575,0.3846,0.6,0.5818,0.4688
8633849164590217185,XGBClassifier,0.8692,0.8547,0.8895,0.8692,0.8718,0.6,0.4,0.56,0.5891,0.4667
8633849164590217185,AdaBoost,0.6923,0.7019,0.6686,0.6923,0.6848,0.6625,0.4615,0.48,0.6127,0.4706
8633849164590217185,LogisticRegression,0.6065,0.5692,0.8757,0.6065,0.69,0.55,0.3922,0.8,0.6182,0.5263
8633849164590217185,NeuralNetwork,0.7071,0.6842,0.7692,0.7071,0.7242,0.6125,0.4167,0.6,0.6091,0.4918
8633849164590217185,RandomForestClassifier,0.9911,0.9882,0.9941,0.9911,0.9912,0.65,0.4483,0.52,0.6145,0.4815
8633849164590217185,SVM,0.7189,0.7256,0.7041,0.7189,0.7147,0.7,0.5217,0.48,0.64,0.5
8633849164590217185,XGBClassifier,0.8698,0.8613,0.8817,0.8698,0.8713,0.6375,0.4333,0.52,0.6055,0.4727
8633849164590217185,AdaBoost,0.7232,0.7616,0.6497,0.7232,0.7012,0.575,0.3636,0.48,0.5491,0.4138
8633849164590217185,LogisticRegression,0.6412,0.5969,0.8701,0.6412,0.708,0.5375,0.3846,0.8,0.6091,0.5195
8924349380090791995,NeuralNetwork,0.6723,0.6332,0.8192,0.6723,0.7143,0.5,0.3529,0.72,0.56,0.4737
8924349380090791995,RandomForestClassifier,0.9972,1.0,0.9944,0.9972,0.9972,0.6,0.3871,0.48,0.5673,0.4286
8924349380090791995,SVM,0.7288,0.7682,0.6554,0.7288,0.7073,0.5875,0.375,0.48,0.5582,0.4211
8924349380090791995,XGBClassifier,0.8503,0.8563,0.8418,0.8503,0.849,0.5625,0.3529,0.48,0.54,0.4068
8924349380090791995,AdaBoost,0.696,0.7041,0.6761,0.696,0.6899,0.675,0.4828,0.56,0.6436,0.5185
8924349380090791995,LogisticRegression,0.6222,0.5793,0.892,0.6222,0.7025,0.5375,0.3846,0.8,0.6091,0.5195
8924349380090791995,NeuralNetwork,0.7131,0.7451,0.6477,0.7131,0.693,0.7125,0.5417,0.52,0.66,0.5306
5628572367385082021,RandomForestClassifier,0.9915,0.9832,1.0,0.9915,0.9915,0.5875,0.3824,0.52,0.5691,0.4407
5628572367385082021,SVM,0.7301,0.7396,0.7102,0.7301,0.7246,0.6875,0.5,0.52,0.6418,0.5098
5628572367385082021,XGBClassifier,0.8778,0.8757,0.8807,0.8778,0.8782,0.65,0.4483,0.52,0.6145,0.4815
5628572367385082021,AdaBoost,0.6833,0.7171,0.6056,0.6833,0.6566,0.6875,0.5,0.6,0.6636,0.5455
5628572367385082021,LogisticRegression,0.6167,0.5772,0.8722,0.6167,0.6947,0.475,0.3559,0.84,0.5745,0.5
5628572367385082021,NeuralNetwork,0.7,0.7045,0.6889,0.7,0.6966,0.5375,0.35,0.56,0.5436,0.4308
5628572367385082021,RandomForestClassifier,0.9917,0.989,0.9944,0.9917,0.9917,0.575,0.3043,0.28,0.4945,0.2917
5628572367385082021,SVM,0.725,0.7547,0.6667,0.725,0.708,0.6375,0.4333,0.52,0.6055,0.4727
5628572367385082021,XGBClassifier,0.8944,0.8901,0.9,0.8944,0.895,0.5875,0.3182,0.28,0.5036,0.2979
5628572367385082021,AdaBoost,0.6847,0.6816,0.6932,0.6847,0.6873,0.625,0.4286,0.6,0.6182,0.5
5628572367385082021,LogisticRegression,0.5994,0.5623,0.8977,0.5994,0.6915,0.4875,0.3519,0.76,0.5618,0.481
3372273387964319283,NeuralNetwork,0.7301,0.7341,0.7216,0.7301,0.7278,0.6125,0.4062,0.52,0.5873,0.4561
3372273387964319283,RandomForestClassifier,0.9943,0.9943,0.9943,0.9943,0.9943,0.675,0.4865,0.72,0.6873,0.5806
2970991939419615606,SVM,0.7301,0.7396,0.7102,0.7301,0.7246,0.625,0.4194,0.52,0.5964,0.4643
2970991939419615606,XGBClassifier,0.8949,0.9064,0.8807,0.8949,0.8934,0.6125,0.4167,0.6,0.6091,0.4918
2970991939419615606,AdaBoost,0.6429,0.6765,0.5476,0.6429,0.6053,0.7125,0.5333,0.64,0.6927,0.5818
2970991939419615606,LogisticRegression,0.619,0.5758,0.9048,0.619,0.7037,0.5375,0.4,0.96,0.6527,0.5647
2970991939419615606,NeuralNetwork,0.6637,0.6752,0.631,0.6637,0.6523,0.6875,0.5,0.52,0.6418,0.5098
2970991939419615606,RandomForestClassifier,0.994,1.0,0.9881,0.994,0.994,0.7125,0.5333,0.64,0.6927,0.5818
2970991939419615606,SVM,0.7113,0.7591,0.619,0.7113,0.682,0.7125,0.5333,0.64,0.6927,0.5818
2970991939419615606,XGBClassifier,0.8631,0.891,0.8274,0.8631,0.858,0.7,0.5161,0.64,0.6836,0.5714
2970991939419615606,AdaBoost,0.6695,0.6705,0.6667,0.6695,0.6686,0.6625,0.4706,0.64,0.6564,0.5424
2970991939419615606,LogisticRegression,0.6092,0.5699,0.8908,0.6092,0.6951,0.525,0.386,0.88,0.6218,0.5366
4282688516026882559,NeuralNetwork,0.6839,0.6975,0.6494,0.6839,0.6726,0.6875,0.5,0.68,0.6855,0.5763
4282688516026882559,RandomForestClassifier,0.9885,0.9942,0.9828,0.9885,0.9884,0.7375,0.5833,0.56,0.6891,0.5714
4282688516026882559,SVM,0.704,0.7052,0.7011,0.704,0.7032,0.6875,0.5,0.68,0.6855,0.5763
4282688516026882559,XGBClassifier,0.8592,0.8655,0.8506,0.8592,0.858,0.6875,0.5,0.6,0.6636,0.5455
764284820280800306,AdaBoost,0.6773,0.6894,0.6453,0.6773,0.6667,0.65,0.4516,0.56,0.6255,0.5
764284820280800306,LogisticRegression,0.5988,0.563,0.8837,0.5988,0.6878,0.5375,0.3929,0.88,0.6309,0.5432
764284820280800306,NeuralNetwork,0.718,0.7005,0.7616,0.718,0.7298,0.6125,0.4211,0.64,0.62,0.5079
764284820280800306,RandomForestClassifier,0.9884,0.9828,0.9942,0.9884,0.9884,0.575,0.3636,0.48,0.5491,0.4138
764284820280800306,SVM,0.7238,0.7391,0.6919,0.7238,0.7147,0.65,0.4516,0.56,0.6255,0.5
764284820280800306,XGBClassifier,0.8837,0.8882,0.8779,0.8837,0.883,0.575,0.3636,0.48,0.5491,0.4138
764284820280800306,AdaBoost,0.7006,0.732,0.6328,0.7006,0.6788,0.675,0.4828,0.56,0.6436,0.5185
8990872205717901937,LogisticRegression,0.6356,0.5909,0.8814,0.6356,0.7075,0.5125,0.3704,0.8,0.5909,0.5063
8990872205717901937,NeuralNetwork,0.7203,0.7532,0.6554,0.7203,0.7009,0.65,0.4444,0.48,0.6036,0.4615
8990872205717901937,RandomForestClassifier,0.9915,0.9943,0.9887,0.9915,0.9915,0.5625,0.3333,0.4,0.5182,0.3636
8990872205717901937,SVM,0.7345,0.7785,0.6554,0.7345,0.7117,0.6375,0.4286,0.48,0.5945,0.4528
8990872205717901937,XGBClassifier,0.8814,0.8994,0.8588,0.8814,0.8786,0.6125,0.4,0.48,0.5764,0.4364
8990872205717901937,AdaBoost,0.6657,0.6686,0.657,0.6657,0.6628,0.675,0.4848,0.64,0.6655,0.5517
8990872205717901937,LogisticRegression,0.5814,0.5507,0.8837,0.5814,0.6786,0.5125,0.3871,0.96,0.6345,0.5517
8667932723306589102,NeuralNetwork,0.7093,0.7169,0.6919,0.7093,0.7041,0.65,0.4516,0.56,0.6255,0.5
8667932723306589102,RandomForestClassifier,0.9942,0.9885,1.0,0.9942,0.9942,0.6375,0.4231,0.44,0.5836,0.4314
8667932723306589102,SVM,0.7093,0.7195,0.686,0.7093,0.7024,0.6875,0.5,0.64,0.6745,0.5614
8667932723306589102,XGBClassifier,0.8779,0.8963,0.8547,0.8779,0.875,0.6625,0.4667,0.56,0.6345,0.5091
8667932723306589102,AdaBoost,0.6965,0.7125,0.659,0.6965,0.6847,0.675,0.48,0.48,0.6218,0.48
8667932723306589102,LogisticRegression,0.6503,0.6,0.9017,0.6503,0.7206,0.5125,0.3542,0.68,0.5582,0.4658
4756585823195296396,NeuralNetwork,0.7341,0.7238,0.7572,0.7341,0.7401,0.625,0.4138,0.48,0.5855,0.4444
4756585823195296396,RandomForestClassifier,0.9913,0.9885,0.9942,0.9913,0.9914,0.6125,0.3929,0.44,0.5655,0.4151
4756585823195296396,SVM,0.7399,0.7293,0.763,0.7399,0.7458,0.675,0.48,0.48,0.6218,0.48
4756585823195296396,XGBClassifier,0.8815,0.875,0.8902,0.8815,0.8825,0.675,0.4783,0.44,0.6109,0.4583
4756585823195296396,AdaBoost,0.6916,0.6905,0.6946,0.6916,0.6925,0.65,0.4444,0.48,0.6036,0.4615
4756585823195296396,LogisticRegression,0.6527,0.6008,0.9102,0.6527,0.7238,0.55,0.3878,0.76,0.6073,0.5135
4756585823195296396,NeuralNetwork,0.6946,0.6816,0.7305,0.6946,0.7052,0.625,0.4138,0.48,0.5855,0.4444
4756585823195296396,RandomForestClassifier,0.991,0.9824,1.0,0.991,0.9911,0.7,0.5217,0.48,0.64,0.5
4756585823195296396,SVM,0.7515,0.7471,0.7605,0.7515,0.7537,0.6875,0.5,0.44,0.62,0.4681
4756585823195296396,XGBClassifier,0.8713,0.878,0.8623,0.8713,0.8701,0.6875,0.5,0.48,0.6309,0.4898
4756585823195296396,AdaBoost,0.663,0.6705,0.6409,0.663,0.6554,0.7,0.5152,0.68,0.6945,0.5862
4756585823195296396,LogisticRegression,0.6464,0.5971,0.9006,0.6464,0.7181,0.475,0.3455,0.76,0.5527,0.475
6836683262909958333,NeuralNetwork,0.7017,0.6995,0.7072,0.7017,0.7033,0.625,0.439,0.72,0.6509,0.5455
6836683262909958333,RandomForestClassifier,0.9917,0.989,0.9945,0.9917,0.9917,0.65,0.4444,0.48,0.6036,0.4615
6836683262909958333,SVM,0.7099,0.7235,0.6796,0.7099,0.7009,0.675,0.4865,0.72,0.6873,0.5806
6836683262909958333,XGBClassifier,0.8729,0.8689,0.8785,0.8729,0.8736,0.6875,0.5,0.64,0.6745,0.5614
6836683262909958333,AdaBoost,0.7039,0.6853,0.7542,0.7039,0.7181,0.6625,0.4688,0.6,0.6455,0.5263
6836683262909958333,LogisticRegression,0.676,0.6235,0.8883,0.676,0.7327,0.4625,0.3448,0.8,0.5545,0.4819
3390419408739517397,NeuralNetwork,0.7123,0.69,0.7709,0.7123,0.7282,0.6375,0.4375,0.56,0.6164,0.4912
3390419408739517397,RandomForestClassifier,0.9916,0.9889,0.9944,0.9916,0.9916,0.6375,0.4167,0.4,0.5727,0.4082
3390419408739517397,SVM,0.7291,0.7278,0.7318,0.7291,0.7298,0.7,0.5217,0.48,0.64,0.5
3390419408739517397,XGBClassifier,0.8492,0.8655,0.8268,0.8492,0.8457,0.725,0.56,0.56,0.68,0.56
3152933080187504522,AdaBoost,0.7327,0.7176,0.7673,0.7327,0.7416,0.5,0.3171,0.52,0.5055,0.3939
3152933080187504522,LogisticRegression,0.6321,0.5905,0.8616,0.6321,0.7008,0.5,0.3636,0.8,0.5818,0.5
3152933080187504522,NeuralNetwork,0.7516,0.7632,0.7296,0.7516,0.746,0.525,0.3243,0.48,0.5127,0.3871
2194900686905654902,RandomForestClassifier,0.9906,0.9875,0.9937,0.9906,0.9906,0.65,0.4483,0.52,0.6145,0.4815
2194900686905654902,SVM,0.761,0.7578,0.7673,0.761,0.7625,0.575,0.3636,0.48,0.5491,0.4138
2194900686905654902,XGBClassifier,0.9025,0.9103,0.8931,0.9025,0.9016,0.6,0.3939,0.52,0.5782,0.4483
2194900686905654902,AdaBoost,0.6545,0.6774,0.5899,0.6545,0.6306,0.8,0.7143,0.6,0.7455,0.6522
2194900686905654902,LogisticRegression,0.6096,0.5689,0.9045,0.6096,0.6985,0.525,0.386,0.88,0.6218,0.5366
2194900686905654902,NeuralNetwork,0.6713,0.6784,0.6517,0.6713,0.6648,0.775,0.6129,0.76,0.7709,0.6786
2194900686905654902,RandomForestClassifier,0.9888,0.9833,0.9944,0.9888,0.9888,0.7,0.5172,0.6,0.6727,0.5556
2194900686905654902,SVM,0.6517,0.6731,0.5899,0.6517,0.6287,0.7875,0.6667,0.64,0.7473,0.6531
2194900686905654902,XGBClassifier,0.8539,0.8539,0.8539,0.8539,0.8539,0.7125,0.5455,0.48,0.6491,0.5106
2194900686905654902,AdaBoost,0.6708,0.6871,0.6273,0.6708,0.6558,0.7125,0.5357,0.6,0.6818,0.566
2194900686905654902,LogisticRegression,0.6149,0.5725,0.9068,0.6149,0.7019,0.5375,0.3929,0.88,0.6309,0.5432
1062490748251193469,NeuralNetwork,0.6832,0.7185,0.6025,0.6832,0.6554,0.675,0.48,0.48,0.6218,0.48
1062490748251193469,RandomForestClassifier,0.9938,0.9938,0.9938,0.9938,0.9938,0.6125,0.3929,0.44,0.5655,0.4151
1062490748251193469,SVM,0.7019,0.7372,0.6273,0.7019,0.6779,0.675,0.4783,0.44,0.6109,0.4583
1062490748251193469,XGBClassifier,0.8975,0.9156,0.8758,0.8975,0.8952,0.6375,0.4231,0.44,0.5836,0.4314
1062490748251193469,AdaBoost,0.6807,0.6744,0.6988,0.6807,0.6864,0.6125,0.425,0.68,0.6309,0.5231
1062490748251193469,LogisticRegression,0.6446,0.5938,0.9157,0.6446,0.7204,0.5375,0.3966,0.92,0.6418,0.5542
1062490748251193469,NeuralNetwork,0.7078,0.6806,0.7831,0.7078,0.7283,0.575,0.3953,0.68,0.6036,0.5
1062490748251193469,RandomForestClassifier,0.991,0.988,0.994,0.991,0.991,0.625,0.4138,0.48,0.5855,0.4444
1062490748251193469,SVM,0.7259,0.7072,0.7711,0.7259,0.7378,0.5875,0.4,0.64,0.6018,0.4923
1062490748251193469,XGBClassifier,0.8855,0.9,0.8675,0.8855,0.8834,0.6125,0.4167,0.6,0.6091,0.4918
1062490748251193469,AdaBoost,0.7368,0.758,0.6959,0.7368,0.7256,0.625,0.4138,0.48,0.5855,0.4444
1062490748251193469,LogisticRegression,0.6725,0.6234,0.8713,0.6725,0.7268,0.4875,0.3571,0.8,0.5727,0.4938
3061186734872038047,NeuralNetwork,0.7368,0.7314,0.7485,0.7368,0.7399,0.55,0.3429,0.48,0.5309,0.4
3061186734872038047,RandomForestClassifier,0.9912,0.9884,0.9942,0.9912,0.9913,0.525,0.3243,0.48,0.5127,0.3871
3061186734872038047,SVM,0.7544,0.7514,0.7602,0.7544,0.7558,0.6,0.3871,0.48,0.5673,0.4286
3061186734872038047,XGBClassifier,0.886,0.9024,0.8655,0.886,0.8836,0.55,0.3226,0.4,0.5091,0.3571
3061186734872038047,AdaBoost,0.6536,0.6303,0.743,0.6536,0.6821,0.65,0.4634,0.76,0.68,0.5758
3061186734872038047,LogisticRegression,0.6229,0.5769,0.9218,0.6229,0.7097,0.425,0.3333,0.84,0.5382,0.4773
4390349602834145648,NeuralNetwork,0.6927,0.662,0.7877,0.6927,0.7194,0.6125,0.4318,0.76,0.6527,0.5507
8930250157984894774,RandomForestClassifier,0.9888,0.9888,0.9888,0.9888,0.9888,0.6375,0.4286,0.48,0.5945,0.4528
8930250157984894774,SVM,0.7318,0.7085,0.7877,0.7318,0.746,0.55,0.3721,0.64,0.5745,0.4706
8930250157984894774,XGBClassifier,0.8827,0.9053,0.8547,0.8827,0.8793,0.575,0.3333,0.36,0.5164,0.3462
8930250157984894774,AdaBoost,0.6696,0.6792,0.6429,0.6696,0.6606,0.6625,0.4688,0.6,0.6455,0.5263
8930250157984894774,LogisticRegression,0.5952,0.5602,0.8869,0.5952,0.6866,0.5625,0.4107,0.92,0.66,0.5679
8930250157984894774,NeuralNetwork,0.6786,0.6648,0.7202,0.6786,0.6914,0.6625,0.4688,0.6,0.6455,0.5263
4546759244870208602,RandomForestClassifier,0.9881,0.9881,0.9881,0.9881,0.9881,0.7375,0.5714,0.64,0.7109,0.6038
1226173116902558830,SVM,0.7083,0.7215,0.6786,0.7083,0.6994,0.7125,0.5385,0.56,0.6709,0.549
1226173116902558830,XGBClassifier,0.8631,0.872,0.8512,0.8631,0.8614,0.7625,0.6154,0.64,0.7291,0.6275
1226173116902558830,AdaBoost,0.6941,0.6875,0.7118,0.6941,0.6994,0.625,0.4444,0.8,0.6727,0.5714
1226173116902558830,LogisticRegression,0.65,0.6024,0.8824,0.65,0.716,0.5125,0.3793,0.88,0.6127,0.5301
1226173116902558830,NeuralNetwork,0.7471,0.7692,0.7059,0.7471,0.7362,0.5625,0.3529,0.48,0.54,0.4068
1226173116902558830,RandomForestClassifier,0.9941,0.9941,0.9941,0.9941,0.9941,0.575,0.3636,0.48,0.5491,0.4138
1226173116902558830,SVM,0.7294,0.75,0.6882,0.7294,0.7178,0.6625,0.4737,0.72,0.6782,0.5714
1226173116902558830,XGBClassifier,0.8882,0.8976,0.8765,0.8882,0.8869,0.65,0.4595,0.68,0.6582,0.5484
1226173116902558830,AdaBoost,0.7238,0.712,0.7514,0.7238,0.7312,0.55,0.359,0.56,0.5527,0.4375
1226173116902558830,LogisticRegression,0.6602,0.6142,0.8619,0.6602,0.7172,0.4625,0.3333,0.72,0.5327,0.4557
4743635878229221823,NeuralNetwork,0.7403,0.7254,0.7735,0.7403,0.7487,0.6125,0.4,0.48,0.5764,0.4364
4743635878229221823,RandomForestClassifier,0.9945,1.0,0.989,0.9945,0.9944,0.6625,0.4667,0.56,0.6345,0.5091
4743635878229221823,SVM,0.7624,0.7654,0.7569,0.7624,0.7611,0.625,0.4074,0.44,0.5745,0.4231
4743635878229221823,XGBClassifier,0.8481,0.8706,0.8177,0.8481,0.8433,0.65,0.4348,0.4,0.5818,0.4167
4743635878229221823,AdaBoost,0.7006,0.7066,0.686,0.7006,0.6962,0.6,0.3871,0.48,0.5673,0.4286
4743635878229221823,LogisticRegression,0.6483,0.6032,0.8663,0.6483,0.7112,0.4625,0.3393,0.76,0.5436,0.4691
7552125700381776566,NeuralNetwork,0.7006,0.7143,0.6686,0.7006,0.6907,0.5875,0.3824,0.52,0.5691,0.4407
7552125700381776566,RandomForestClassifier,0.9942,1.0,0.9884,0.9942,0.9942,0.6,0.3793,0.44,0.5564,0.4074
7552125700381776566,SVM,0.7238,0.7391,0.6919,0.7238,0.7147,0.625,0.4242,0.56,0.6073,0.4828
7552125700381776566,XGBClassifier,0.8953,0.8908,0.9012,0.8953,0.896,0.7,0.5172,0.6,0.6727,0.5556
7552125700381776566,AdaBoost,0.6784,0.6848,0.6608,0.6784,0.6726,0.6125,0.425,0.68,0.6309,0.5231
7552125700381776566,LogisticRegression,0.6491,0.597,0.9181,0.6491,0.7235,0.5,0.3684,0.84,0.5927,0.5122
7552125700381776566,NeuralNetwork,0.7018,0.7143,0.6725,0.7018,0.6928,0.6375,0.4375,0.56,0.6164,0.4912
6317669812191605178,RandomForestClassifier,0.9942,0.9942,0.9942,0.9942,0.9942,0.675,0.4839,0.6,0.6545,0.5357
6317669812191605178,SVM,0.7222,0.681,0.8363,0.7222,0.7507,0.6125,0.4286,0.72,0.6418,0.5373
6317669812191605178,XGBClassifier,0.883,0.8786,0.8889,0.883,0.8837,0.6875,0.5,0.56,0.6527,0.5283
6317669812191605178,AdaBoost,0.6573,0.6867,0.5787,0.6573,0.628,0.775,0.6296,0.68,0.7491,0.6538
6317669812191605178,LogisticRegression,0.5927,0.5583,0.8876,0.5927,0.6855,0.475,0.3651,0.92,0.5964,0.5227
6317669812191605178,NeuralNetwork,0.6882,0.6982,0.6629,0.6882,0.6801,0.7375,0.5667,0.68,0.7218,0.6182
6317669812191605178,RandomForestClassifier,0.9944,0.9944,0.9944,0.9944,0.9944,0.65,0.44,0.44,0.5927,0.44
6317669812191605178,SVM,0.7051,0.7239,0.6629,0.7051,0.6921,0.6625,0.4667,0.56,0.6345,0.5091
7872404447828403727,XGBClassifier,0.882,0.9096,0.8483,0.882,0.8779,0.65,0.4211,0.32,0.56,0.3636
7872404447828403727,AdaBoost,0.7126,0.7591,0.6228,0.7126,0.6842,0.7125,0.5385,0.56,0.6709,0.549
7872404447828403727,LogisticRegression,0.6168,0.5789,0.8563,0.6168,0.6908,0.5375,0.3889,0.84,0.62,0.5316
3871531848595092026,NeuralNetwork,0.7156,0.7368,0.6707,0.7156,0.7022,0.65,0.4516,0.56,0.6255,0.5
3871531848595092026,RandomForestClassifier,0.991,1.0,0.982,0.991,0.9909,0.725,0.5714,0.48,0.6582,0.5217
3871531848595092026,SVM,0.7246,0.7778,0.6287,0.7246,0.6954,0.6875,0.5,0.6,0.6636,0.5455
3871531848595092026,XGBClassifier,0.8802,0.8896,0.8683,0.8802,0.8788,0.6875,0.5,0.56,0.6527,0.5283
3871531848595092026,AdaBoost,0.6845,0.6938,0.6607,0.6845,0.6768,0.6375,0.4375,0.56,0.6164,0.4912
