Model No.,Model Type,Accuracy,Precision,Recall,AUC,F1,Val_Accuracy,Val_Precision,Val_Recall,Val_AUC,Val_F1
2648383500020117776,AdaBoost,0.662,0.6768,0.6201,0.662,0.6472,0.6,0.3871,0.48,0.5673,0.4286
2648383500020117776,LogisticRegression,0.6089,0.5694,0.8939,0.6089,0.6957,0.5,0.3729,0.88,0.6036,0.5238
6437265682772082409,NeuralNetwork,0.7039,0.6973,0.7207,0.7039,0.7088,0.5875,0.3824,0.52,0.5691,0.4407
6437265682772082409,RandomForestClassifier,0.9916,0.9889,0.9944,0.9916,0.9916,0.6875,0.5,0.48,0.6309,0.4898
6437265682772082409,SVM,0.7039,0.716,0.676,0.7039,0.6954,0.5875,0.3824,0.52,0.5691,0.4407
6437265682772082409,XGBClassifier,0.8715,0.8889,0.8492,0.8715,0.8686,0.6,0.3871,0.48,0.5673,0.4286
6437265682772082409,AdaBoost,0.7179,0.75,0.6536,0.7179,0.6985,0.525,0.3143,0.44,0.5018,0.3667
6437265682772082409,LogisticRegression,0.6508,0.6031,0.8827,0.6508,0.7166,0.45,0.3273,0.72,0.5236,0.45
6437265682772082409,NeuralNetwork,0.7039,0.7062,0.6983,0.7039,0.7022,0.5125,0.3056,0.44,0.4927,0.3607
6437265682772082409,RandomForestClassifier,0.9916,0.9889,0.9944,0.9916,0.9916,0.575,0.3548,0.44,0.5382,0.3929
6437265682772082409,SVM,0.7374,0.7707,0.676,0.7374,0.7202,0.5625,0.3438,0.44,0.5291,0.386
8421912760628521506,XGBClassifier,0.8743,0.9085,0.8324,0.8743,0.8688,0.55,0.3103,0.36,0.4982,0.3333
8421912760628521506,AdaBoost,0.6667,0.6918,0.6012,0.6667,0.6433,0.6,0.4146,0.68,0.6218,0.5152
8421912760628521506,LogisticRegression,0.6042,0.5641,0.9167,0.6042,0.6984,0.425,0.3333,0.84,0.5382,0.4773
8421912760628521506,NeuralNetwork,0.7143,0.68,0.8095,0.7143,0.7391,0.525,0.3415,0.56,0.5345,0.4242
8421912760628521506,RandomForestClassifier,0.994,0.994,0.994,0.994,0.994,0.6625,0.4615,0.48,0.6127,0.4706
8421912760628521506,SVM,0.7262,0.7262,0.7262,0.7262,0.7262,0.55,0.3721,0.64,0.5745,0.4706
8421912760628521506,XGBClassifier,0.881,0.8855,0.875,0.881,0.8802,0.5875,0.3889,0.56,0.58,0.459
8421912760628521506,AdaBoost,0.6875,0.7299,0.5952,0.6875,0.6557,0.5875,0.3824,0.52,0.5691,0.4407
8421912760628521506,LogisticRegression,0.622,0.5823,0.8631,0.622,0.6954,0.425,0.3333,0.84,0.5382,0.4773
6077007648093275717,NeuralNetwork,0.7232,0.7483,0.6726,0.7232,0.7085,0.6125,0.4118,0.56,0.5982,0.4746
6077007648093275717,RandomForestClassifier,0.9911,0.9882,0.994,0.9911,0.9911,0.6,0.3793,0.44,0.5564,0.4074
6077007648093275717,SVM,0.7173,0.7483,0.6548,0.7173,0.6984,0.6,0.4,0.56,0.5891,0.4667
6077007648093275717,XGBClassifier,0.869,0.8827,0.8512,0.869,0.8667,0.6,0.3704,0.4,0.5455,0.3846
6077007648093275717,AdaBoost,0.6865,0.6949,0.6649,0.6865,0.6796,0.625,0.4194,0.52,0.5964,0.4643
6077007648093275717,LogisticRegression,0.6297,0.5857,0.8865,0.6297,0.7054,0.4625,0.3448,0.8,0.5545,0.4819
6077007648093275717,NeuralNetwork,0.6811,0.6914,0.6541,0.6811,0.6722,0.65,0.4483,0.52,0.6145,0.4815
6077007648093275717,RandomForestClassifier,0.9892,0.9892,0.9892,0.9892,0.9892,0.65,0.44,0.44,0.5927,0.44
6077007648093275717,SVM,0.7108,0.7167,0.6973,0.7108,0.7068,0.6375,0.4286,0.48,0.5945,0.4528
6077007648093275717,XGBClassifier,0.873,0.9059,0.8324,0.873,0.8676,0.6125,0.3333,0.24,0.5109,0.2791
6077007648093275717,AdaBoost,0.6842,0.7368,0.5731,0.6842,0.6447,0.6125,0.4,0.48,0.5764,0.4364
6077007648093275717,LogisticRegression,0.614,0.5741,0.883,0.614,0.6959,0.5375,0.375,0.72,0.5873,0.4932
470896100225462673,NeuralNetwork,0.6959,0.741,0.6023,0.6959,0.6645,0.5875,0.375,0.48,0.5582,0.4211
470896100225462673,RandomForestClassifier,0.9883,0.9883,0.9883,0.9883,0.9883,0.575,0.3714,0.52,0.56,0.4333
470896100225462673,SVM,0.7076,0.771,0.5906,0.7076,0.6689,0.6125,0.4,0.48,0.5764,0.4364
470896100225462673,XGBClassifier,0.8772,0.9057,0.8421,0.8772,0.8727,0.575,0.3548,0.44,0.5382,0.3929
470896100225462673,AdaBoost,0.693,0.6988,0.6784,0.693,0.6884,0.6875,0.5,0.52,0.6418,0.5098
470896100225462673,LogisticRegression,0.6287,0.5866,0.8713,0.6287,0.7012,0.55,0.4035,0.92,0.6509,0.561
2201039660497297084,NeuralNetwork,0.7339,0.7469,0.7076,0.7339,0.7267,0.6625,0.4583,0.44,0.6018,0.449
2201039660497297084,RandomForestClassifier,0.9883,0.9883,0.9883,0.9883,0.9883,0.65,0.4348,0.4,0.5818,0.4167
2201039660497297084,SVM,0.7281,0.7438,0.6959,0.7281,0.719,0.7,0.5217,0.48,0.64,0.5
2201039660497297084,XGBClassifier,0.8918,0.9188,0.8596,0.8918,0.8882,0.65,0.44,0.44,0.5927,0.44
2201039660497297084,AdaBoost,0.6667,0.661,0.6842,0.6667,0.6724,0.575,0.3953,0.68,0.6036,0.5
2201039660497297084,LogisticRegression,0.614,0.5714,0.9123,0.614,0.7027,0.5125,0.3871,0.96,0.6345,0.5517
2201039660497297084,NeuralNetwork,0.6754,0.6515,0.7544,0.6754,0.6992,0.5875,0.413,0.76,0.6345,0.5352
2201039660497297084,RandomForestClassifier,0.9942,0.9942,0.9942,0.9942,0.9942,0.675,0.4848,0.64,0.6655,0.5517
2201039660497297084,SVM,0.693,0.6793,0.731,0.693,0.7042,0.6,0.4146,0.68,0.6218,0.5152
2201039660497297084,XGBClassifier,0.9006,0.9102,0.8889,0.9006,0.8994,0.6875,0.5,0.72,0.6964,0.5902
2201039660497297084,AdaBoost,0.6445,0.6374,0.6705,0.6445,0.6535,0.6625,0.4737,0.72,0.6782,0.5714
2201039660497297084,LogisticRegression,0.5954,0.5571,0.9306,0.5954,0.697,0.4875,0.375,0.96,0.6164,0.5393
5433617813888004140,NeuralNetwork,0.6272,0.5957,0.7919,0.6272,0.6799,0.575,0.4,0.72,0.6145,0.5143
5433617813888004140,RandomForestClassifier,1.0,1.0,1.0,1.0,1.0,0.7625,0.6,0.72,0.7509,0.6545
5433617813888004140,SVM,0.6965,0.6954,0.6994,0.6965,0.6974,0.6875,0.5,0.64,0.6745,0.5614
5433617813888004140,XGBClassifier,0.8931,0.9359,0.8439,0.8931,0.8875,0.7375,0.5714,0.64,0.7109,0.6038
5433617813888004140,AdaBoost,0.7068,0.6893,0.7531,0.7068,0.7198,0.6125,0.4118,0.56,0.5982,0.4746
5433617813888004140,LogisticRegression,0.6698,0.616,0.9012,0.6698,0.7318,0.5125,0.36,0.72,0.5691,0.48
5433617813888004140,NeuralNetwork,0.7469,0.7381,0.7654,0.7469,0.7515,0.625,0.4138,0.48,0.5855,0.4444
5548110554508599330,RandomForestClassifier,0.9907,0.9877,0.9938,0.9907,0.9908,0.6875,0.5,0.56,0.6527,0.5283
5548110554508599330,SVM,0.7315,0.7193,0.7593,0.7315,0.7387,0.675,0.4815,0.52,0.6327,0.5
5548110554508599330,XGBClassifier,0.8827,0.8827,0.8827,0.8827,0.8827,0.6625,0.4643,0.52,0.6236,0.4906
5548110554508599330,AdaBoost,0.693,0.7391,0.5965,0.693,0.6602,0.625,0.4286,0.6,0.6182,0.5
5548110554508599330,LogisticRegression,0.6374,0.59,0.9006,0.6374,0.713,0.45,0.339,0.8,0.5455,0.4762
5548110554508599330,NeuralNetwork,0.6988,0.7394,0.614,0.6988,0.6709,0.6,0.4,0.56,0.5891,0.4667
5548110554508599330,RandomForestClassifier,0.9883,0.9883,0.9883,0.9883,0.9883,0.6,0.4054,0.6,0.6,0.4839
5548110554508599330,SVM,0.7222,0.7754,0.6257,0.7222,0.6926,0.6125,0.4118,0.56,0.5982,0.4746
5548110554508599330,XGBClassifier,0.8801,0.8963,0.8596,0.8801,0.8776,0.5625,0.3529,0.48,0.54,0.4068
5548110554508599330,AdaBoost,0.6842,0.7086,0.6257,0.6842,0.6646,0.6875,0.5,0.68,0.6855,0.5763
5548110554508599330,LogisticRegression,0.6374,0.5907,0.8947,0.6374,0.7116,0.5,0.3729,0.88,0.6036,0.5238
5111967798290825299,NeuralNetwork,0.6754,0.7174,0.5789,0.6754,0.6408,0.65,0.4545,0.6,0.6364,0.5172
5111967798290825299,RandomForestClassifier,0.9942,1.0,0.9883,0.9942,0.9941,0.6625,0.4615,0.48,0.6127,0.4706
5111967798290825299,SVM,0.7076,0.7383,0.6433,0.7076,0.6875,0.6375,0.4375,0.56,0.6164,0.4912
5111967798290825299,XGBClassifier,0.883,0.897,0.8655,0.883,0.881,0.675,0.4848,0.64,0.6655,0.5517
5111967798290825299,AdaBoost,0.6935,0.6667,0.7742,0.6935,0.7164,0.5875,0.4,0.64,0.6018,0.4923
5111967798290825299,LogisticRegression,0.6398,0.5929,0.8925,0.6398,0.7124,0.4625,0.3393,0.76,0.5436,0.4691
5111967798290825299,NeuralNetwork,0.7043,0.6827,0.7634,0.7043,0.7208,0.575,0.3784,0.56,0.5709,0.4516
5111967798290825299,RandomForestClassifier,0.9946,0.9946,0.9946,0.9946,0.9946,0.5,0.2414,0.28,0.44,0.2593
5111967798290825299,SVM,0.7151,0.677,0.8226,0.7151,0.7427,0.525,0.3488,0.6,0.5455,0.4412
5111967798290825299,XGBClassifier,0.8925,0.9056,0.8763,0.8925,0.8907,0.5125,0.2941,0.4,0.4818,0.339
5111967798290825299,AdaBoost,0.6864,0.7368,0.5799,0.6864,0.649,0.6,0.3704,0.4,0.5455,0.3846
5111967798290825299,LogisticRegression,0.6095,0.5709,0.8817,0.6095,0.693,0.4625,0.35,0.84,0.5655,0.4941
6766205128521281103,NeuralNetwork,0.7041,0.7413,0.6272,0.7041,0.6795,0.6125,0.3846,0.4,0.5545,0.3922
6766205128521281103,RandomForestClassifier,0.9911,0.9882,0.9941,0.9911,0.9912,0.5875,0.3462,0.36,0.5255,0.3529
6766205128521281103,SVM,0.7308,0.7786,0.645,0.7308,0.7055,0.6,0.3704,0.4,0.5455,0.3846
6766205128521281103,XGBClassifier,0.8935,0.8844,0.9053,0.8935,0.8947,0.525,0.2903,0.36,0.48,0.3214
6766205128521281103,AdaBoost,0.6868,0.7152,0.6207,0.6868,0.6646,0.675,0.4815,0.52,0.6327,0.5
6766205128521281103,LogisticRegression,0.6293,0.5856,0.8851,0.6293,0.7048,0.525,0.386,0.88,0.6218,0.5366
648301736168973775,NeuralNetwork,0.7155,0.7358,0.6724,0.7155,0.7027,0.675,0.4828,0.56,0.6436,0.5185
648301736168973775,RandomForestClassifier,0.9943,0.9886,1.0,0.9943,0.9943,0.7,0.5185,0.56,0.6618,0.5385
648301736168973775,SVM,0.7184,0.7405,0.6724,0.7184,0.7048,0.6875,0.5,0.48,0.6309,0.4898
648301736168973775,XGBClassifier,0.8908,0.9198,0.8563,0.8908,0.8869,0.5875,0.3333,0.32,0.5145,0.3265
648301736168973775,AdaBoost,0.6667,0.6685,0.6613,0.6667,0.6649,0.5375,0.3421,0.52,0.5327,0.4127
648301736168973775,LogisticRegression,0.586,0.5544,0.8763,0.586,0.6792,0.4125,0.3333,0.88,0.54,0.4835
648301736168973775,NeuralNetwork,0.6935,0.7022,0.672,0.6935,0.6868,0.6,0.4,0.56,0.5891,0.4667
1832545683302806092,RandomForestClassifier,0.9946,0.9894,1.0,0.9946,0.9947,0.5875,0.3462,0.36,0.5255,0.3529
1832545683302806092,SVM,0.7097,0.7438,0.6398,0.7097,0.6879,0.6,0.3939,0.52,0.5782,0.4483
1832545683302806092,XGBClassifier,0.8602,0.8722,0.8441,0.8602,0.8579,0.6125,0.4,0.48,0.5764,0.4364
1832545683302806092,AdaBoost,0.7229,0.7566,0.6571,0.7229,0.7034,0.65,0.4516,0.56,0.6255,0.5
1832545683302806092,LogisticRegression,0.6229,0.5824,0.8686,0.6229,0.6972,0.55,0.4,0.88,0.64,0.55
1832545683302806092,NeuralNetwork,0.7429,0.7778,0.68,0.7429,0.7256,0.6125,0.4,0.48,0.5764,0.4364
1832545683302806092,RandomForestClassifier,0.9886,0.9886,0.9886,0.9886,0.9886,0.65,0.44,0.44,0.5927,0.44
1832545683302806092,SVM,0.7514,0.8056,0.6629,0.7514,0.7273,0.6375,0.4286,0.48,0.5945,0.4528
1832545683302806092,XGBClassifier,0.8914,0.9152,0.8629,0.8914,0.8882,0.6125,0.3846,0.4,0.5545,0.3922
1832545683302806092,AdaBoost,0.6796,0.654,0.7624,0.6796,0.7041,0.5375,0.3636,0.64,0.5655,0.4638
1832545683302806092,LogisticRegression,0.6381,0.5919,0.8895,0.6381,0.7108,0.475,0.3455,0.76,0.5527,0.475
6654940846546511112,NeuralNetwork,0.7293,0.7243,0.7403,0.7293,0.7322,0.5,0.2857,0.4,0.4727,0.3333
6654940846546511112,RandomForestClassifier,0.989,0.9836,0.9945,0.989,0.989,0.575,0.3636,0.48,0.5491,0.4138
6654940846546511112,SVM,0.7403,0.7377,0.7459,0.7403,0.7418,0.5375,0.3571,0.6,0.5545,0.4478
6654940846546511112,XGBClassifier,0.8674,0.8634,0.8729,0.8674,0.8681,0.6,0.4,0.56,0.5891,0.4667
6654940846546511112,AdaBoost,0.6685,0.6667,0.674,0.6685,0.6703,0.575,0.3714,0.52,0.56,0.4333
6654940846546511112,LogisticRegression,0.605,0.5669,0.8895,0.605,0.6925,0.525,0.3934,0.96,0.6436,0.5581
6654940846546511112,NeuralNetwork,0.6823,0.6737,0.7072,0.6823,0.69,0.625,0.4242,0.56,0.6073,0.4828
6654940846546511112,RandomForestClassifier,0.9945,0.9945,0.9945,0.9945,0.9945,0.6375,0.4286,0.48,0.5945,0.4528
6654940846546511112,SVM,0.6934,0.6989,0.6796,0.6934,0.6891,0.675,0.4828,0.56,0.6436,0.5185
6654940846546511112,XGBClassifier,0.8729,0.9042,0.8343,0.8729,0.8678,0.65,0.4444,0.48,0.6036,0.4615
3152405542180600041,AdaBoost,0.7206,0.7168,0.7294,0.7206,0.723,0.6,0.4103,0.64,0.6109,0.5
3152405542180600041,LogisticRegression,0.6412,0.5984,0.8588,0.6412,0.7053,0.4875,0.3621,0.84,0.5836,0.506
3152405542180600041,NeuralNetwork,0.7324,0.7207,0.7588,0.7324,0.7393,0.5625,0.375,0.6,0.5727,0.4615
3152405542180600041,RandomForestClassifier,0.9941,0.9941,0.9941,0.9941,0.9941,0.6,0.4,0.56,0.5891,0.4667
3152405542180600041,SVM,0.7676,0.7826,0.7412,0.7676,0.7613,0.5875,0.3947,0.6,0.5909,0.4762
3152405542180600041,XGBClassifier,0.8765,0.8855,0.8647,0.8765,0.875,0.6375,0.4333,0.52,0.6055,0.4727
3152405542180600041,AdaBoost,0.6882,0.703,0.6517,0.6882,0.6764,0.6,0.3939,0.52,0.5782,0.4483
3152405542180600041,LogisticRegression,0.6433,0.5962,0.8876,0.6433,0.7133,0.4375,0.3148,0.68,0.5036,0.4304
4290425896768520307,NeuralNetwork,0.6966,0.6944,0.7022,0.6966,0.6983,0.6,0.4,0.56,0.5891,0.4667
4290425896768520307,RandomForestClassifier,0.9944,0.9944,0.9944,0.9944,0.9944,0.6125,0.3929,0.44,0.5655,0.4151
4290425896768520307,SVM,0.7022,0.7143,0.6742,0.7022,0.6936,0.625,0.4242,0.56,0.6073,0.4828
4290425896768520307,XGBClassifier,0.8652,0.8779,0.8483,0.8652,0.8629,0.6,0.3793,0.44,0.5564,0.4074
4290425896768520307,AdaBoost,0.6994,0.719,0.6548,0.6994,0.6854,0.675,0.4828,0.56,0.6436,0.5185
4290425896768520307,LogisticRegression,0.6488,0.5969,0.9167,0.6488,0.723,0.525,0.3774,0.8,0.6,0.5128
4290425896768520307,NeuralNetwork,0.75,0.7442,0.7619,0.75,0.7529,0.5625,0.3333,0.4,0.5182,0.3636
3400457804478838421,RandomForestClassifier,0.994,0.9882,1.0,0.994,0.9941,0.65,0.4348,0.4,0.5818,0.4167
3400457804478838421,SVM,0.7292,0.755,0.6786,0.7292,0.7147,0.625,0.4,0.4,0.5636,0.4
3400457804478838421,XGBClassifier,0.9107,0.9157,0.9048,0.9107,0.9102,0.6,0.36,0.36,0.5345,0.36
3400457804478838421,AdaBoost,0.6564,0.6647,0.6313,0.6564,0.6476,0.6375,0.4524,0.76,0.6709,0.5672
3400457804478838421,LogisticRegression,0.5894,0.5552,0.8994,0.5894,0.6866,0.5,0.381,0.96,0.6255,0.5455
3400457804478838421,NeuralNetwork,0.6397,0.6359,0.6536,0.6397,0.6446,0.675,0.4872,0.76,0.6982,0.5938
3400457804478838421,RandomForestClassifier,0.9916,0.9889,0.9944,0.9916,0.9916,0.675,0.4839,0.6,0.6545,0.5357
3400457804478838421,SVM,0.6955,0.7108,0.6592,0.6955,0.6841,0.7125,0.5278,0.76,0.7255,0.623
3400457804478838421,XGBClassifier,0.8771,0.9091,0.838,0.8771,0.8721,0.675,0.4815,0.52,0.6327,0.5
3400457804478838421,AdaBoost,0.6751,0.6722,0.6836,0.6751,0.6779,0.6125,0.4,0.48,0.5764,0.4364
3400457804478838421,LogisticRegression,0.6299,0.5858,0.887,0.6299,0.7056,0.4625,0.3393,0.76,0.5436,0.4691
6377789178265607119,NeuralNetwork,0.5,0.5,1.0,0.5,0.6667,0.3125,0.3125,1.0,0.5,0.4762
6377789178265607119,RandomForestClassifier,0.9859,0.9886,0.9831,0.9859,0.9858,0.65,0.44,0.44,0.5927,0.44
6377789178265607119,SVM,0.7401,0.7457,0.7288,0.7401,0.7371,0.65,0.44,0.44,0.5927,0.44
6377789178265607119,XGBClassifier,0.8814,0.8771,0.887,0.8814,0.882,0.6625,0.4615,0.48,0.6127,0.4706
6377789178265607119,AdaBoost,0.6856,0.6742,0.7186,0.6856,0.6957,0.675,0.4848,0.64,0.6655,0.5517
6377789178265607119,LogisticRegression,0.6138,0.572,0.9042,0.6138,0.7007,0.5125,0.3654,0.76,0.58,0.4935
1765715477230460282,NeuralNetwork,0.7126,0.7233,0.6886,0.7126,0.7055,0.775,0.6296,0.68,0.7491,0.6538
1765715477230460282,RandomForestClassifier,0.991,0.9881,0.994,0.991,0.991,0.7125,0.5357,0.6,0.6818,0.566
